record_type	record_id	stage	metric	value	unit	source_path	source_sha256	authority_version	dataset_id	species	tissue	tissue_status	label_column	cells	labeled_cells	unknown_cells	unknown_fraction	readable	panel	candidate_label_count	labels_ge_100_cells	candidate_cells	panel_status	accepted	reason	workflow_order	description
dataset	Populus alba x Populus glandulosa_PRJNA703312	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Populus alba x Populus glandulosa_PRJNA703312	Populus alba x Populus glandulosa	not explicitly recorded	missing	celltype_after	9825	6626	3199	0.32559796437659033	True									
dataset	Populus alba x Populus tremula_PRJNA787915	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Populus alba x Populus tremula_PRJNA787915	Populus alba x Populus tremula	not explicitly recorded	missing	celltype_after	19950	12364	7586	0.38025062656641606	True									
dataset	Populus alba_PRJCA005543	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Populus alba_PRJCA005543	Populus alba	not explicitly recorded	missing	celltype_after	7059	5481	1578	0.22354441138971526	True									
dataset	Populus euramericana_PRJCA015012_Primary	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Populus euramericana_PRJCA015012_Primary	Populus euramericana	not explicitly recorded	missing	celltype_after	8840	5418	3422	0.38710407239819006	True									
dataset	Populus euramericana_PRJCA015012_Secondary	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Populus euramericana_PRJCA015012_Secondary	Populus euramericana	not explicitly recorded	missing	celltype_after	13593	12302	1291	0.09497535496211285	True									
dataset	Populus trichocarpa_PRJCA014789	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Populus trichocarpa_PRJCA014789	Populus trichocarpa	not explicitly recorded	missing	celltype_after	12615	8145	4470	0.35434007134363854	True									
dataset	Populus trichocarpa_PRJNA746591	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Populus trichocarpa_PRJNA746591	Populus trichocarpa	not explicitly recorded	missing	celltype_after	24265	17811	6454	0.2659798063053781	True									
dataset	Solanum lycopersicum_PRJNA667489	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Solanum lycopersicum_PRJNA667489	Solanum lycopersicum	not explicitly recorded	missing	celltype_after	2998	754	2244	0.7484989993328885	True									
dataset	Solanum lycopersicum_PRJNA833659	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Solanum lycopersicum_PRJNA833659	Solanum lycopersicum	not explicitly recorded	missing	celltype_after	68341	57975	10366	0.15168054315857246	True									
dataset	Sorghum bicolor_PRJNA935359	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Sorghum bicolor_PRJNA935359	Sorghum bicolor	not explicitly recorded	missing	celltype_after	10580	8799	1781	0.16833648393194706	True									
dataset	Triticum aestivum_PRJCA012935	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Triticum aestivum_PRJCA012935	Triticum aestivum	not explicitly recorded	missing	celltype_after	7154	4844	2310	0.32289628180039137	True									
dataset	Wolffia australiana_PRJNA809022	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Wolffia australiana_PRJNA809022	Wolffia australiana	not explicitly recorded	missing	celltype_after	34058	25137	8921	0.26193552175700274	True									
dataset	Zea mays_PRJCA020760	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Zea mays_PRJCA020760	Zea mays	not explicitly recorded	missing	celltype_after	7396	713	6683	0.9035965386695511	True									
dataset	Zea mays_PRJNA454730	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Zea mays_PRJNA454730	Zea mays	not explicitly recorded	missing	celltype_after	10794	10463	331	0.030665184361682415	True									
dataset	Zea mays_PRJNA576240	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Zea mays_PRJNA576240	Zea mays	not explicitly recorded	missing	celltype_after	7272	7219	53	0.007288228822882288	True									
dataset	Zea mays_PRJNA646989_PRJNA646996_PRJNA647001	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Zea mays_PRJNA646989_PRJNA646996_PRJNA647001	Zea mays	not explicitly recorded	missing	celltype_after	18538	18538	0	0.0	True									
dataset	Zea mays_PRJNA662627	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Zea mays_PRJNA662627	Zea mays	not explicitly recorded	missing	celltype_after	13337	13337	0	0.0	True									
dataset	Zea mays_PRJNA740934	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Zea mays_PRJNA740934	Zea mays	not explicitly recorded	missing	celltype_after	33388	33388	0	0.0	True									
dataset	Zea mays_PRJNA759548	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Zea mays_PRJNA759548	Zea mays	not explicitly recorded	missing	celltype_after	6633	6633	0	0.0	True									
dataset	Zea mays_PRJNA865791	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Zea mays_PRJNA865791	Zea mays	not explicitly recorded	missing	celltype_after	40916	17592	23324	0.5700459477954835	True									
dataset	Zea mays_PRJNA924780	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Zea mays_PRJNA924780	Zea mays	not explicitly recorded	missing	celltype_after	41358	25233	16125	0.38988829247062234	True									
dataset	Zea mays_PRJNA935359	resource_audit				internal_source_record:not_publicly_portable;internal_source_record:not_publicly_portable	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1	Zea mays_PRJNA935359	Zea mays	not explicitly recorded	missing	celltype_after	4103	4103	0	0.0	True									
panel_decision	Arabidopsis thaliana_CNP0002469:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_CNP0002469	Arabidopsis thaliana									root	0	0	0	exclude	False	official_source_metadata_not_resolved;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_CNP0002469:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_CNP0002469	Arabidopsis thaliana									leaf	4	4	65078	exclude	False	official_source_metadata_not_resolved		
panel_decision	Arabidopsis thaliana_CNP0002469:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_CNP0002469	Arabidopsis thaliana									vascular	2	2	3563	exclude	False	official_source_metadata_not_resolved		
panel_decision	Arabidopsis thaliana_CNP0004389:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_CNP0004389	Arabidopsis thaliana									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;official_source_metadata_not_resolved;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_CNP0004389:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_CNP0004389	Arabidopsis thaliana									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;official_source_metadata_not_resolved;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_CNP0004389:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_CNP0004389	Arabidopsis thaliana									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;official_source_metadata_not_resolved;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_EMTAB11006:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_EMTAB11006	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_EMTAB11006:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_EMTAB11006	Arabidopsis thaliana									leaf	3	3	452	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_EMTAB11006:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_EMTAB11006	Arabidopsis thaliana									vascular	1	1	161	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_EMTAB12532:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_EMTAB12532	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_EMTAB12532:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_EMTAB12532	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_EMTAB12532:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_EMTAB12532	Arabidopsis thaliana									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_EMTAB9174:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_EMTAB9174	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_EMTAB9174:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_EMTAB9174	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_EMTAB9174:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_EMTAB9174	Arabidopsis thaliana									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJCA003094:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJCA003094	Arabidopsis thaliana									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJCA003094:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJCA003094	Arabidopsis thaliana									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJCA003094:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJCA003094	Arabidopsis thaliana									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJCA016521_Root:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJCA016521_Root	Arabidopsis thaliana									root	7	7	24642	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJCA016521_Root:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJCA016521_Root	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJCA016521_Root:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJCA016521_Root	Arabidopsis thaliana									vascular	3	3	7773	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJCA016521_Shoot:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJCA016521_Shoot	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJCA016521_Shoot:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJCA016521_Shoot	Arabidopsis thaliana									leaf	1	1	7846	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJCA016521_Shoot:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJCA016521_Shoot	Arabidopsis thaliana									vascular	4	4	6009	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJCA021408_Root:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJCA021408_Root	Arabidopsis thaliana									root	4	4	17803	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJCA021408_Root:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJCA021408_Root	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJCA021408_Root:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJCA021408_Root	Arabidopsis thaliana									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJCA021408_Shoot:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJCA021408_Shoot	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJCA021408_Shoot:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJCA021408_Shoot	Arabidopsis thaliana									leaf	2	2	28402	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJCA021408_Shoot:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJCA021408_Shoot	Arabidopsis thaliana									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJDB14071:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJDB14071	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJDB14071:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJDB14071	Arabidopsis thaliana									leaf	4	4	3622	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJDB14071:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJDB14071	Arabidopsis thaliana									vascular	1	1	258	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJEB47924:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJEB47924	Arabidopsis thaliana									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJEB47924:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJEB47924	Arabidopsis thaliana									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJEB47924:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJEB47924	Arabidopsis thaliana									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJEB61052:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJEB61052	Arabidopsis thaliana									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJEB61052:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJEB61052	Arabidopsis thaliana									leaf	3	3	16108	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJEB61052:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJEB61052	Arabidopsis thaliana									vascular	2	2	2182	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA471914:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA471914	Arabidopsis thaliana									root	5	5	2313	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA471914:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA471914	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA471914:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA471914	Arabidopsis thaliana									vascular	1	1	269	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA497883:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA497883	Arabidopsis thaliana									root	5	5	7618	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA497883:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA497883	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA497883:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA497883	Arabidopsis thaliana									vascular	2	2	2582	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA506007:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA506007	Arabidopsis thaliana									root	4	3	3858	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Arabidopsis thaliana_PRJNA506007:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA506007	Arabidopsis thaliana									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Arabidopsis thaliana_PRJNA506007:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Arabidopsis thaliana_PRJNA506007	Arabidopsis thaliana									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
