record_type	record_id	stage	metric	value	unit	source_path	source_sha256	authority_version	dataset_id	species	tissue	tissue_status	label_column	cells	labeled_cells	unknown_cells	unknown_fraction	readable	panel	candidate_label_count	labels_ge_100_cells	candidate_cells	panel_status	accepted	reason	workflow_order	description
panel_decision	Medicago sativa_PRJNA885791:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Medicago sativa_PRJNA885791	Medicago sativa									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Medicago truncatula_PRJCA011245:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Medicago truncatula_PRJCA011245	Medicago truncatula									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Medicago truncatula_PRJCA011245:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Medicago truncatula_PRJCA011245	Medicago truncatula									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Medicago truncatula_PRJCA011245:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Medicago truncatula_PRJCA011245	Medicago truncatula									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Medicago truncatula_PRJCA012129:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Medicago truncatula_PRJCA012129	Medicago truncatula									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Medicago truncatula_PRJCA012129:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Medicago truncatula_PRJCA012129	Medicago truncatula									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Medicago truncatula_PRJCA012129:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Medicago truncatula_PRJCA012129	Medicago truncatula									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Medicago truncatula_PRJNA868047:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Medicago truncatula_PRJNA868047	Medicago truncatula									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Medicago truncatula_PRJNA868047:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Medicago truncatula_PRJNA868047	Medicago truncatula									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Medicago truncatula_PRJNA868047:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Medicago truncatula_PRJNA868047	Medicago truncatula									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Medicago truncatula_PRJNA931615:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Medicago truncatula_PRJNA931615	Medicago truncatula									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Medicago truncatula_PRJNA931615:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Medicago truncatula_PRJNA931615	Medicago truncatula									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Medicago truncatula_PRJNA931615:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Medicago truncatula_PRJNA931615	Medicago truncatula									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Nepeta tenuifolia_PRJNA743551:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Nepeta tenuifolia_PRJNA743551	Nepeta tenuifolia									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Nepeta tenuifolia_PRJNA743551:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Nepeta tenuifolia_PRJNA743551	Nepeta tenuifolia									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Nepeta tenuifolia_PRJNA743551:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Nepeta tenuifolia_PRJNA743551	Nepeta tenuifolia									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Nicotiana attenuata_PRJNA796301:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Nicotiana attenuata_PRJNA796301	Nicotiana attenuata									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Nicotiana attenuata_PRJNA796301:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Nicotiana attenuata_PRJNA796301	Nicotiana attenuata									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Nicotiana attenuata_PRJNA796301:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Nicotiana attenuata_PRJNA796301	Nicotiana attenuata									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Nicotiana tabacum_PRJCA018794:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Nicotiana tabacum_PRJCA018794	Nicotiana tabacum									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Nicotiana tabacum_PRJCA018794:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Nicotiana tabacum_PRJCA018794	Nicotiana tabacum									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Nicotiana tabacum_PRJCA018794:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Nicotiana tabacum_PRJCA018794	Nicotiana tabacum									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Nicotiana tabacum_PRJNA970858:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Nicotiana tabacum_PRJNA970858	Nicotiana tabacum									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Nicotiana tabacum_PRJNA970858:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Nicotiana tabacum_PRJNA970858	Nicotiana tabacum									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Nicotiana tabacum_PRJNA970858:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Nicotiana tabacum_PRJNA970858	Nicotiana tabacum									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Oryza sativa_CNP0004152:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_CNP0004152	Oryza sativa									root	0	0	0	exclude	False	official_source_metadata_not_resolved;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Oryza sativa_CNP0004152:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_CNP0004152	Oryza sativa									leaf	0	0	0	exclude	False	official_source_metadata_not_resolved;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Oryza sativa_CNP0004152:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_CNP0004152	Oryza sativa									vascular	0	0	0	exclude	False	official_source_metadata_not_resolved;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Oryza sativa_CRA004082_Leaf:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_CRA004082_Leaf	Oryza sativa									root	0	0	0	exclude	False	official_source_metadata_not_resolved;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Oryza sativa_CRA004082_Leaf:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_CRA004082_Leaf	Oryza sativa									leaf	2	2	3434	exclude	False	official_source_metadata_not_resolved		
panel_decision	Oryza sativa_CRA004082_Leaf:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_CRA004082_Leaf	Oryza sativa									vascular	2	2	866	exclude	False	official_source_metadata_not_resolved		
panel_decision	Oryza sativa_CRA004082_Root:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_CRA004082_Root	Oryza sativa									root	5	5	8964	exclude	False	official_source_metadata_not_resolved		
panel_decision	Oryza sativa_CRA004082_Root:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_CRA004082_Root	Oryza sativa									leaf	0	0	0	exclude	False	official_source_metadata_not_resolved;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Oryza sativa_CRA004082_Root:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_CRA004082_Root	Oryza sativa									vascular	3	2	2214	exclude	False	official_source_metadata_not_resolved		
panel_decision	Oryza sativa_PRJNA609092:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_PRJNA609092	Oryza sativa									root	5	5	14435	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Oryza sativa_PRJNA609092:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_PRJNA609092	Oryza sativa									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Oryza sativa_PRJNA609092:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_PRJNA609092	Oryza sativa									vascular	1	1	149	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Oryza sativa_PRJNA706435:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_PRJNA706435	Oryza sativa									root	5	5	14143	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Oryza sativa_PRJNA706435:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_PRJNA706435	Oryza sativa									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Oryza sativa_PRJNA706435:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_PRJNA706435	Oryza sativa									vascular	2	2	2899	candidate_include	True	passes_provisional_panel_gates		
panel_decision	Oryza sativa_PRJNA767589_Inflorescence:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_PRJNA767589_Inflorescence	Oryza sativa									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Oryza sativa_PRJNA767589_Inflorescence:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_PRJNA767589_Inflorescence	Oryza sativa									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Oryza sativa_PRJNA767589_Inflorescence:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_PRJNA767589_Inflorescence	Oryza sativa									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Oryza sativa_PRJNA767589_Spikelet:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_PRJNA767589_Spikelet	Oryza sativa									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Oryza sativa_PRJNA767589_Spikelet:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_PRJNA767589_Spikelet	Oryza sativa									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Oryza sativa_PRJNA767589_Spikelet:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Oryza sativa_PRJNA767589_Spikelet	Oryza sativa									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Phyllostachys edulis_PRJNA953008:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Phyllostachys edulis_PRJNA953008	Phyllostachys edulis									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Phyllostachys edulis_PRJNA953008:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Phyllostachys edulis_PRJNA953008	Phyllostachys edulis									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Phyllostachys edulis_PRJNA953008:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Phyllostachys edulis_PRJNA953008	Phyllostachys edulis									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Pisum sativum_PRJNA983513:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Pisum sativum_PRJNA983513	Pisum sativum									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Pisum sativum_PRJNA983513:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Pisum sativum_PRJNA983513	Pisum sativum									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Pisum sativum_PRJNA983513:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Pisum sativum_PRJNA983513	Pisum sativum									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus alba x Populus glandulosa_PRJNA703312:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus alba x Populus glandulosa_PRJNA703312	Populus alba x Populus glandulosa									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus alba x Populus glandulosa_PRJNA703312:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus alba x Populus glandulosa_PRJNA703312	Populus alba x Populus glandulosa									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus alba x Populus glandulosa_PRJNA703312:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus alba x Populus glandulosa_PRJNA703312	Populus alba x Populus glandulosa									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus alba x Populus tremula_PRJNA787915:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus alba x Populus tremula_PRJNA787915	Populus alba x Populus tremula									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;species_not_officially_matched;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus alba x Populus tremula_PRJNA787915:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus alba x Populus tremula_PRJNA787915	Populus alba x Populus tremula									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;species_not_officially_matched;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus alba x Populus tremula_PRJNA787915:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus alba x Populus tremula_PRJNA787915	Populus alba x Populus tremula									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;species_not_officially_matched;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus alba_PRJCA005543:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus alba_PRJCA005543	Populus alba									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus alba_PRJCA005543:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus alba_PRJCA005543	Populus alba									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus alba_PRJCA005543:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus alba_PRJCA005543	Populus alba									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus euramericana_PRJCA015012_Primary:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus euramericana_PRJCA015012_Primary	Populus euramericana									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus euramericana_PRJCA015012_Primary:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus euramericana_PRJCA015012_Primary	Populus euramericana									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus euramericana_PRJCA015012_Primary:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus euramericana_PRJCA015012_Primary	Populus euramericana									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus euramericana_PRJCA015012_Secondary:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus euramericana_PRJCA015012_Secondary	Populus euramericana									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus euramericana_PRJCA015012_Secondary:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus euramericana_PRJCA015012_Secondary	Populus euramericana									leaf	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus euramericana_PRJCA015012_Secondary:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus euramericana_PRJCA015012_Secondary	Populus euramericana									vascular	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus trichocarpa_PRJCA014789:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus trichocarpa_PRJCA014789	Populus trichocarpa									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus trichocarpa_PRJCA014789:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus trichocarpa_PRJCA014789	Populus trichocarpa									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus trichocarpa_PRJCA014789:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus trichocarpa_PRJCA014789	Populus trichocarpa									vascular	1	1	580	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus trichocarpa_PRJNA746591:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus trichocarpa_PRJNA746591	Populus trichocarpa									root	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus trichocarpa_PRJNA746591:leaf	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus trichocarpa_PRJNA746591	Populus trichocarpa									leaf	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Populus trichocarpa_PRJNA746591:vascular	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Populus trichocarpa_PRJNA746591	Populus trichocarpa									vascular	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells		
panel_decision	Solanum lycopersicum_PRJNA667489:root	freeze				internal_source_record:not_publicly_portable	a10efc95ebb148f9380c6f74fb9437c29b841d5b593a62e813b92183edee5e4c	panel_dataset_freeze_v1	Solanum lycopersicum_PRJNA667489	Solanum lycopersicum									root	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells		
