dataset_id	h5ad_path	readable	file_bytes	n_cells	n_genes	observed_species	proposed_species	species_status	accession	observed_tissue	proposed_tissue	tissue_status	unknown_cells	unknown_fraction	expression_class	storage_kind	expression_dtype	source_expression_path	source_annotation_path	source_expression_sha256	source_annotation_sha256	schema_version
Arabidopsis thaliana_PRJNA881949	Arabidopsis thaliana_PRJNA881949.h5ad	True	261647104	21339	21246	Arabidopsis thaliana	Arabidopsis thaliana	recorded	PRJNA881949	not explicitly recorded		missing	9317	0.43661839823796805	nonnegative_integer_unverified	csr	int64	Arabidopsis thaliana_PRJNA881949.csv	Arabidopsis thaliana_PRJNA881949.anno.csv	1b82a17fab923b03851845f7ea0c58982c20d2859dc80041bccf7387376c3202	a955d6a73be2b485f9ee7f72ee855d3f429ed2aae1cfc49cc90040075cb21664	1.0.0
Arabidopsis thaliana_PRJNA941845	Arabidopsis thaliana_PRJNA941845.h5ad	True	1532582220	57462	6603	Arabidopsis thaliana	Arabidopsis thaliana	recorded	PRJNA941845	not explicitly recorded		missing	34821	0.6059830844732171	scaled_continuous	dense	float32	Arabidopsis thaliana_PRJNA941845.csv	Arabidopsis thaliana_PRJNA941845.anno.csv	ec63c18db7eeb9223234a000ef38ccaae8f70e0a11d5fbaadba6246f818cd104	d0643e12aa79ca20b10953d004e608f19b9b4e7226eee52121e1b1413003c70a	1.0.0
Arabidopsis thaliana_PRJNA945828	Arabidopsis thaliana_PRJNA945828.h5ad	True	278574842	3788	26077	Arabidopsis thaliana	Arabidopsis thaliana	recorded	PRJNA945828	not explicitly recorded		missing	2976	0.7856388595564942	scaled_continuous	dense	float32	Arabidopsis thaliana_PRJNA945828.csv	Arabidopsis thaliana_PRJNA945828.anno.csv	63395e0709536f4d7602aa5d592cd1fa7344a694fe9b4b5d695a5f50832b499b	01194a263159a9083fee54aff7dcc1651b4a35d13b58822172b42d9f8441673f	1.0.0
Arabidopsis thaliana_PRJNA995336	Arabidopsis thaliana_PRJNA995336.h5ad	True	739645573	38379	4748	Arabidopsis thaliana	Arabidopsis thaliana	recorded	PRJNA995336	not explicitly recorded		missing	24406	0.635920685791709	scaled_continuous	dense	float32	Arabidopsis thaliana_PRJNA995336.csv	Arabidopsis thaliana_PRJNA995336.anno.csv	ebcc4cb1cc246a664bc6e1646d794236ce8f141581f5e15b654f9968f512b2b4	1508bfd762e18d801a240c6869531523ac2c3921f86efad8b0b56b288b2a90f0	1.0.0
Bombax ceiba_PRJNA850395	Bombax ceiba_PRJNA850395.h5ad	True	720633657	13158	35388	Bombax ceiba	Bombax ceiba	recorded	PRJNA850395	not explicitly recorded		missing	11662	0.8863049095607235	scaled_continuous	dense	float32	Bombax ceiba_PRJNA850395.csv	Bombax ceiba_PRJNA850395.anno.csv	2cd4a479337c7f4d044ed8703ea36f58cca6cf0b858c2fb6767fd511aae4ed29	eecd86e3656565f60f00dc1522150487ba8560f31af0f731d6c165da381419dd	1.0.0
Brassica rapa_PRJCA009630	Brassica rapa_PRJCA009630.h5ad	True	349302816	22021	3861	Brassica rapa	Brassica rapa	recorded	PRJCA009630	not explicitly recorded		missing	7268	0.33004858998228964	scaled_continuous	dense	float32	Brassica rapa_PRJCA009630.csv	Brassica rapa_PRJCA009630.anno.csv	698b705279aee5978ef6a922a2fc94fe8e80c4cc5950a865739f9e73150fa9ee	ec536d68e0af395595b6290038e53255f5480fb1446b018f63873de2e09ece0f	1.0.0
Catharanthus roseus_PRJNA759937	Catharanthus roseus_PRJNA759937.h5ad	True	568346931	41392	20135	Catharanthus roseus	Catharanthus roseus	recorded	PRJNA759937	not explicitly recorded		missing	15822	0.38224777734827986	nonnegative_integer_unverified	csr	int64	Catharanthus roseus_PRJNA759937.csv	Catharanthus roseus_PRJNA759937.anno.csv	5138a3ffcd175521a19cb60e6976772b7c93a0690591ba1d2ef8a1c103d6b877	34dd26c8fc4971a1760624049d5edb154ccf317542e91948cb49bec8c039947b	1.0.0
Catharanthus roseus_PRJNA847226_Leaf	Catharanthus roseus_PRJNA847226_Leaf.h5ad	True	57516154	9833	18786	Catharanthus roseus	Catharanthus roseus	recorded	PRJNA847226	leaf	leaf	recorded	1035	0.10525780534933388	nonnegative_integer_unverified	csr	int64	Catharanthus roseus_PRJNA847226_Leaf.csv	Catharanthus roseus_PRJNA847226_Leaf.anno.csv	021836261a1ffc5c2a0144ca723c173149f9bfa63afeb62d1dd75c9fda68783a	052365d569d85af6bacb18aefb24f41056f21659606852f669670e8bb7d4f53d	1.0.0
Catharanthus roseus_PRJNA847226_Root	Catharanthus roseus_PRJNA847226_Root.h5ad	True	11377596	1347	17449	Catharanthus roseus	Catharanthus roseus	recorded	PRJNA847226	root	root	recorded	150	0.111358574610245	nonnegative_integer_unverified	csr	int64	Catharanthus roseus_PRJNA847226_Root.csv	Catharanthus roseus_PRJNA847226_Root.anno.csv	8ec3fc28622eaa05ab7511b83277b545c24266c6ccc3e2a3ae46eab99f0f4f1a	ce20e3d44ec1102ef9dcc69538389bde3635611d74ad0e419f76cebb719bbd25	1.0.0
Cynodon dactylon_PRJNA918429	Cynodon dactylon_PRJNA918429.h5ad	True	127844597	9936	45228	Cynodon dactylon	Cynodon dactylon	recorded	PRJNA918429	not explicitly recorded		missing	2420	0.24355877616747182	nonnegative_integer_unverified	csr	int64	Cynodon dactylon_PRJNA918429.csv	Cynodon dactylon_PRJNA918429.anno.csv	94b9f43f4bc8ede8e709c6effe4c29b0260a5447e9f22bafd6dc2a929c80a4c2	c8dcead900e31a84dffadb35247873426b7b8c3aa5bdf7e965d27af4f3616260	1.0.0
Fragaria vesca_PRJCA006322	Fragaria vesca_PRJCA006322.h5ad	True	772431722	47894	20713	Fragaria vesca	Fragaria vesca	recorded	PRJCA006322	not explicitly recorded		missing	1977	0.041278657034284044	nonnegative_integer_unverified	csr	int64	Fragaria vesca_PRJCA006322.csv	Fragaria vesca_PRJCA006322.anno.csv	f46e696c4f88816e8a143586ca5bc41fae137d3f21291c4361c66ff1d7474d29	38ad45bfefec504be3ca405acede9a5d5bfb7d3aacbfcc8294313c21aa797764	1.0.0
Glycine max_GSE234864_Flower	Glycine max_GSE234864_Flower.h5ad	True	66739396	9839	41363	not explicitly recorded	Glycine max	candidate_from_dataset_id	not explicitly recorded	not explicitly recorded	flower	candidate_from_dataset_id	1605	0.1631263339770302	nonnegative_integer_unverified	csr	int64	Glycine max_GSE234864_Flower.csv	Glycine max_GSE234864_Flower.anno.csv	ec969e36eb3184f876d516844842469bac11242421b7f59656bda2e8a219c325	b9dc475a654e3319877aed45b0f50486921cfcf9c05438111dd1e1246e088d40	1.0.0
Glycine max_GSE234864_SeedCotyledon	Glycine max_GSE234864_SeedCotyledon.h5ad	True	265428734	13326	45923	not explicitly recorded	Glycine max	candidate_from_dataset_id	not explicitly recorded	not explicitly recorded	seed	candidate_from_dataset_id	5229	0.39239081494822153	nonnegative_integer_unverified	csr	int64	Glycine max_GSE234864_SeedCotyledon.csv	Glycine max_GSE234864_SeedCotyledon.anno.csv	58afbb2c4a36ed0512de46b4a439f1bf6153846520940dc388b8c0d6955eed30	2f35c82cacea7da3702c216114353d8f1a7f6973b1adb36fc038bb6816bec7cd	1.0.0
Glycine max_GSE234864_SeedHeart	Glycine max_GSE234864_SeedHeart.h5ad	True	396779291	19357	46512	not explicitly recorded	Glycine max	candidate_from_dataset_id	not explicitly recorded	not explicitly recorded	seed	candidate_from_dataset_id	4902	0.2532417213411169	nonnegative_integer_unverified	csr	int64	Glycine max_GSE234864_SeedHeart.csv	Glycine max_GSE234864_SeedHeart.anno.csv	6223ffc9c300ba0b5b677a560730d9b53a297e35e0df76e2d0220d3d37b4dbee	78ec983d47cfcaef322c8ff6e3547bae285a1e3ab92cd38197e372443662ba77	1.0.0
Glycine max_GSE234864_SeedMidMaturation	Glycine max_GSE234864_SeedMidMaturation.h5ad	True	241459016	20580	42263	not explicitly recorded	Glycine max	candidate_from_dataset_id	not explicitly recorded	not explicitly recorded	seed	candidate_from_dataset_id	13050	0.6341107871720116	nonnegative_integer_unverified	csr	int64	Glycine max_GSE234864_SeedMidMaturation.csv	Glycine max_GSE234864_SeedMidMaturation.anno.csv	1d225ccbae65ae60c097baf98f2457e5eab96649f68be592b3cfe1be63c5eda0	f7c1238f480c32cb4bfd469827423f318672670e9e7019830cda45d1df1a97d1	1.0.0
Glycine max_GSE234864_Shoot	Glycine max_GSE234864_Shoot.h5ad	True	81826714	8244	41682	not explicitly recorded	Glycine max	candidate_from_dataset_id	not explicitly recorded	not explicitly recorded	shoot	candidate_from_dataset_id	2399	0.29099951479864145	nonnegative_integer_unverified	csr	int64	Glycine max_GSE234864_Shoot.csv	Glycine max_GSE234864_Shoot.anno.csv	7ceffa4179542923f9b65308077e679706f2a2a4a8038b34df28010fab929f2d	f4b8e26c66c19b392d8ddacccf711dfdb07f33343bec0ae4b6e9a8e4996fb217	1.0.0
Glycine max_GSE234864_TrifoliateLeaf	Glycine max_GSE234864_TrifoliateLeaf.h5ad	True	92723298	14925	39090	not explicitly recorded	Glycine max	candidate_from_dataset_id	not explicitly recorded	not explicitly recorded	leaf	candidate_from_dataset_id	2559	0.1714572864321608	nonnegative_integer_unverified	csr	int64	Glycine max_GSE234864_TrifoliateLeaf.csv	Glycine max_GSE234864_TrifoliateLeaf.anno.csv	2ab86965f562ba7df8e271da4b1a6ee3b3382640c255ce9b886bd08ede949def	92e2b51a455b86115058d30f863585fb60139d9c426c059d4c48885c557f880d	1.0.0
Glycine max_GSE234864_TrueLeaf	Glycine max_GSE234864_TrueLeaf.h5ad	True	135093239	11229	40140	not explicitly recorded	Glycine max	candidate_from_dataset_id	not explicitly recorded	not explicitly recorded	leaf	candidate_from_dataset_id	1742	0.1551340279633093	nonnegative_integer_unverified	csr	int64	Glycine max_GSE234864_TrueLeaf.csv	Glycine max_GSE234864_TrueLeaf.anno.csv	78ae919613e147cb35b8ce530a31e425e5fa2b12e3b904c9330a0331f31ed608	97dd22bc797d433786baecccbfb039fc54cbcc3a4b26e976f90333cf3a4c2786	1.0.0
Glycine max_PRJCA009893	Glycine max_PRJCA009893.h5ad	True	182853586	26712	39337	Glycine max	Glycine max	recorded	PRJCA009893	not explicitly recorded		missing	11161	0.41782719377059	nonnegative_integer_unverified	csr	int64	Glycine max_PRJCA009893.csv	Glycine max_PRJCA009893.anno.csv	f01ea0d1108a5e433a76b935443189c3d611649fb76a084a5f6be0d8a44244fc	bd68a094e395d83fdd6c9bb9b5113c3e537b8de9a3d2b9ae9e18a0084b999282	1.0.0
Glycine max_PRJNA1124403_CSseed	Glycine max_PRJNA1124403_CSseed.h5ad	True	314191883	23227	44593	Glycine max	Glycine max	recorded	PRJNA1124403	not explicitly recorded	seed	candidate_from_dataset_id	10444	0.44964911525379947	nonnegative_integer_unverified	csr	int64	Glycine max_PRJNA1124403_CSseed.csv	Glycine max_PRJNA1124403_CSseed.anno.csv	64e7583b67339078098afcfff78bc30ee78fbc1254d7c9cecf27fd184dbae0f1	0c57a363d4e7036c549bfc38e8fe9eb0cebc3a686f2123c0bd3d36a10eab4b92	1.0.0
Glycine max_PRJNA1124403_GSseed	Glycine max_PRJNA1124403_GSseed.h5ad	True	304848535	28042	44820	Glycine max	Glycine max	recorded	PRJNA1124403	not explicitly recorded	seed	candidate_from_dataset_id	6470	0.2307253405605877	nonnegative_integer_unverified	csr	int64	Glycine max_PRJNA1124403_GSseed.csv	Glycine max_PRJNA1124403_GSseed.anno.csv	ceffc06b8cb60ffa01c3801f4dd337e225002a2c39443f504e6f49267a815dcb	0c77523f1652219ae68158a34b3341ebbab932bf659f0ac45af5e67e63840868	1.0.0
Glycine max_PRJNA1124403_HSseed	Glycine max_PRJNA1124403_HSseed.h5ad	True	480027179	36857	45841	Glycine max	Glycine max	recorded	PRJNA1124403	not explicitly recorded	seed	candidate_from_dataset_id	8084	0.2193341834658274	nonnegative_integer_unverified	csr	int64	Glycine max_PRJNA1124403_HSseed.csv	Glycine max_PRJNA1124403_HSseed.anno.csv	42703e9a1d808a2420f704dc15705efc46ad9d7cc0b1a9bf89931b3264b6a709	5fe37a458c262b21cbb0730a3e4636fc9916031a6dbf4980fb216cf623ccfcfd	1.0.0
Glycine max_PRJNA1124403_Nodule	Glycine max_PRJNA1124403_Nodule.h5ad	True	67051122	9083	40536	Glycine max	Glycine max	recorded	PRJNA1124403	not explicitly recorded	nodule	candidate_from_dataset_id	4521	0.49774303644170426	nonnegative_integer_unverified	csr	int64	Glycine max_PRJNA1124403_Nodule.csv	Glycine max_PRJNA1124403_Nodule.anno.csv	e38853b14d54142b1a3144b6c85bd6170850310ea57c8b1a99244f2a6ed3957a	fa1c2f07c7658c6e021b4f1dc41c9b76c2a97de55a21ccbc7a8dbc81573c78db	1.0.0
Glycine max_PRJNA1124403_Root	Glycine max_PRJNA1124403_Root.h5ad	True	296817043	25694	44184	Glycine max	Glycine max	recorded	PRJNA1124403	root	root	recorded	13722	0.5340546431073402	nonnegative_integer_unverified	csr	int64	Glycine max_PRJNA1124403_Root.csv	Glycine max_PRJNA1124403_Root.anno.csv	598df93053ca6b292fa23c6d0bd6ea7ab3aaa50b29eb9be23cd4bae978d3809a	095865f8270297ee8705c2ce145ac9533507d995b7ec1b56500592c4ef73c358	1.0.0
Glycine max_PRJNA1124403_Stem	Glycine max_PRJNA1124403_Stem.h5ad	True	169851888	22162	42816	Glycine max	Glycine max	recorded	PRJNA1124403	stem	stem	recorded	14768	0.6663658514574496	nonnegative_integer_unverified	csr	int64	Glycine max_PRJNA1124403_Stem.csv	Glycine max_PRJNA1124403_Stem.anno.csv	20bfad1ba84e03a0b34ea842b61a4428afd0f243c14b8d705b0e5e8ac884d10a	e66ba5086d9af110563c8e6c8e1f30620debf0aa68d13516b4ed1a24dd742c96	1.0.0
Gossypium arboreum_PRJNA939177	Gossypium arboreum_PRJNA939177.h5ad	True	1578807291	78313	4959	Gossypium arboreum	Gossypium arboreum	recorded	PRJNA939177	not explicitly recorded		missing	14956	0.19097723238798156	scaled_continuous	dense	float32	Gossypium arboreum_PRJNA939177.csv	Gossypium arboreum_PRJNA939177.anno.csv	28838dd0b7baafd2331e9065fa4bdeba6d626fea710fc9e03479808429897d86	aada9679df8f97ed8092e284f8f695968bb5dbce14bbd240d906f40e855d633f	1.0.0
Gossypium bickii_PRJNA934498	Gossypium bickii_PRJNA934498.h5ad	True	682450168	13488	29356	Gossypium bickii	Gossypium bickii	recorded	PRJNA934498	not explicitly recorded		missing	331	0.024540332147093714	scaled_continuous	dense	float32	Gossypium bickii_PRJNA934498.csv	Gossypium bickii_PRJNA934498.anno.csv	938db9637d75dd4b2210d99f3985ae515f3839bd29c42fca04f64a9b9aa59a25	161b552be2e94178af77b8c5b1e856443106b16e9d4bd4132c00bca9ebb74e15	1.0.0
Gossypium hirsutum_PRJNA1010459	Gossypium hirsutum_PRJNA1010459.h5ad	True	388188674	37062	58977	Gossypium hirsutum	Gossypium hirsutum	recorded	PRJNA1010459	not explicitly recorded		missing	0	0.0	nonnegative_integer_unverified	csr	int64	Gossypium hirsutum_PRJNA1010459.csv	Gossypium hirsutum_PRJNA1010459.anno.csv	2ecfab8994b8f7b4d42154cc96c7b2d0f19e25a54c0860eddd9d86d297f9cff6	2f5e9e2def1bbcc0846180fada6b9ae76d23e8e6d73dafab41a69e236e73e932	1.0.0
Gossypium hirsutum_PRJNA1018465	Gossypium hirsutum_PRJNA1018465.h5ad	True	533425013	39212	53141	Gossypium hirsutum	Gossypium hirsutum	recorded	PRJNA1018465	not explicitly recorded		missing	10239	0.26111904519024787	nonnegative_integer_unverified	csr	int64	Gossypium hirsutum_PRJNA1018465.csv	Gossypium hirsutum_PRJNA1018465.anno.csv	c034c388f9c6f6f709f6e4cc9027e7e5488156085a51ffbcdc626ef93300e0f1	851f9b12a105d637551f332c9592f8ec51cdfde6dc7da3a6973c32ea75dc2b73	1.0.0
Gossypium hirsutum_PRJNA600131	Gossypium hirsutum_PRJNA600131.h5ad	True	480098879	17507	6767	Gossypium hirsutum	Gossypium hirsutum	recorded	PRJNA600131	not explicitly recorded		missing	3278	0.1872393899583024	scaled_continuous	dense	float32	Gossypium hirsutum_PRJNA600131.csv	Gossypium hirsutum_PRJNA600131.anno.csv	974d742c3ba848108b08becfd1b310a9be271ec6b74e1a503d4421126293e220	15bd67dadfd336259e24bddbe50eb2149fc2bb5137aa1cfd1dfb00b2b830925f	1.0.0
Gossypium hirsutum_PRJNA895970	Gossypium hirsutum_PRJNA895970.h5ad	True	590183803	99188	55996	Gossypium hirsutum	Gossypium hirsutum	recorded	PRJNA895970	not explicitly recorded		missing	55650	0.5610557728757511	nonnegative_integer_unverified	csr	int64	Gossypium hirsutum_PRJNA895970.csv	Gossypium hirsutum_PRJNA895970.anno.csv	2548f246f9a56ceadbc294cd67204f4d78d2950ca7c436d56f207bc9364f4074	fc07dbe84c11da3befc967839d95f55ee92b9a659ef9fd355544c957fe4ce4d5	1.0.0
Hevea brasiliensis_PRJCA012893	Hevea brasiliensis_PRJCA012893.h5ad	True	985855147	47410	29202	Hevea brasiliensis	Hevea brasiliensis	recorded	PRJCA012893	not explicitly recorded		missing	20109	0.42415102299093016	nonnegative_integer_unverified	csr	int64	Hevea brasiliensis_PRJCA012893.csv	Hevea brasiliensis_PRJCA012893.anno.csv	50cdc71cfc4c9b50b2ca83ffd7976050db1e0b842a200f853db4e0d77fd5296a	0d4e2270e7b07d6bfdff9529e3822ba3ffd678e7b922ce181d585d56a739cd13	1.0.0
Hylocereus undatus_PRJNA974579	Hylocereus undatus_PRJNA974579.h5ad	True	84702874	15768	20144	Hylocereus undatus	Hylocereus undatus	recorded	PRJNA974579	not explicitly recorded		missing	7663	0.48598427194317606	nonnegative_integer_unverified	csr	int64	Hylocereus undatus_PRJNA974579.csv	Hylocereus undatus_PRJNA974579.anno.csv	62f8c4d70a899f086ecf2e2eaa1d55fe8d46446ccb4f49964edf96581a445485	5afa1f2d25b4ceb867b075f525251cc46a2922ef8bb74d0b4c2888b7876e1824	1.0.0
Lemna minuta_PRJNA725879	Lemna minuta_PRJNA725879.h5ad	True	6479944	288	10360	Lemna minuta	Lemna minuta	recorded	PRJNA725879	not explicitly recorded in source; annotation labels include root and leaf-associated cell types		recorded	73	0.2534722222222222	scaled_continuous	dense	float32	Lemna minuta_PRJNA725879.csv	Lemna minuta_PRJNA725879.anno.csv	e3cac77a8040dc181a62f2aa5c4de882365e3168c6bbe9b3ff4666ee15ea0608	ce982b3bb39809152131211f9fd41200f6350e511d6c0e82c6582830a2c1f889	1.0.0
Limonium bicolor_PRJNA913259	Limonium bicolor_PRJNA913259.h5ad	True	391312692	40492	23838	Limonium bicolor	Limonium bicolor	recorded	PRJNA913259	not explicitly recorded		missing	3542	0.08747406895189173	nonnegative_integer_unverified	csr	int64	Limonium bicolor_PRJNA913259.csv	Limonium bicolor_PRJNA913259.anno.csv	367dc6d82805848f399771b4e0da176516f4b63e88f9d0669d89c23c42346cb6	59d2f63876a08b85178698622914894cfa1e0f7faa424a6e1e3e12b7ff26397a	1.0.0
Manihot esculenta Crantz_PRJCA019992	Manihot esculenta Crantz_PRJCA019992.h5ad	True	376917846	7736	27630	Manihot esculenta Crantz	Manihot esculenta Crantz	recorded	PRJCA019992	not explicitly recorded		missing	0	0.0	scaled_continuous	dense	float32	Manihot esculenta Crantz_PRJCA019992.csv	Manihot esculenta Crantz_PRJCA019992.anno.csv	e00fe19f80b2d55c8ff999f82f74700cb52745d150cdba12fa59ca4e79dd943d	216fd0e7e86c82a5038b09032a6f86bb3478d4e797712d4022e5d760e3db5183	1.0.0
Manihot esculenta Crantz_PRJNA895163	Manihot esculenta Crantz_PRJNA895163.h5ad	True	305978838	50380	25415	Manihot esculenta Crantz	Manihot esculenta Crantz	recorded	PRJNA895163	not explicitly recorded		missing	0	0.0	nonnegative_integer_unverified	csr	int64	Manihot esculenta Crantz_PRJNA895163.csv	Manihot esculenta Crantz_PRJNA895163.anno.csv	c8cabe4898b4ee1b70edca4f7a4a2aacb2e0724e88812564c885f679ed660786	8909281955b9396cec2e81a374edd056cdc95bd4823f5132dac1e7eff5377f2c	1.0.0
Medicago sativa_PRJNA885791	Medicago sativa_PRJNA885791.h5ad	True	1117879752	11640	69199	Medicago sativa	Medicago sativa	recorded	PRJNA885791	not explicitly recorded		missing	2832	0.24329896907216494	scaled_continuous	dense	float32	Medicago sativa_PRJNA885791.csv	Medicago sativa_PRJNA885791.anno.csv	548760fdcdaf27f386b94a142dc21d36cc18b33479956b93a7c423be2bd58e6c	94218e8ea42eb1e106d1d5f30aec3649f570ce875b7af71e9aa2c33748103260	1.0.0
Medicago truncatula_PRJCA011245	Medicago truncatula_PRJCA011245.h5ad	True	576380865	154571	31393	Medicago truncatula	Medicago truncatula	recorded	PRJCA011245	not explicitly recorded		missing	85132	0.550763079749759	nonnegative_integer_unverified	csr	int64	Medicago truncatula_PRJCA011245.csv	Medicago truncatula_PRJCA011245.anno.csv	a01eb6bb91fa557b1c2d5c3f67ab7cf4405014e798948c246b09383ea927cccb	799d96728b393ac8333ec7729468a5542351a99d77d169fcf182dfd625afe1ec	1.0.0
Medicago truncatula_PRJCA012129	Medicago truncatula_PRJCA012129.h5ad	True	144269848	11664	3000	Medicago truncatula	Medicago truncatula	recorded	PRJCA012129	not explicitly recorded		missing	8769	0.7518004115226338	scaled_continuous	dense	float32	Medicago truncatula_PRJCA012129.csv	Medicago truncatula_PRJCA012129.anno.csv	cdac7ae76979ddd309e40a233b0cbe24b98f9ff15a11682c61b11d439fabe33b	4633e20c7f856fdf7386795560661dd58ab99561f0dd9dd70a0cf695b31fbd81	1.0.0
Medicago truncatula_PRJNA868047	Medicago truncatula_PRJNA868047.h5ad	True	206417441	31176	31868	Medicago truncatula	Medicago truncatula	recorded	PRJNA868047	not explicitly recorded		missing	15820	0.5074416217603285	nonnegative_integer_unverified	csr	int64	Medicago truncatula_PRJNA868047.csv	Medicago truncatula_PRJNA868047.anno.csv	f980f8fe67cac9c1e853b390e56675d220e161505ea791091fa66a52965faeb1	08f961ff06d8e333b579da93a69f1e91e9afc6d1d82b3538f4170b774f2ee1b8	1.0.0
Medicago truncatula_PRJNA931615	Medicago truncatula_PRJNA931615.h5ad	True	144224210	32923	29189	Medicago truncatula	Medicago truncatula	recorded	PRJNA931615	not explicitly recorded		missing	4812	0.14615921999817758	nonnegative_integer_unverified	csr	int64	Medicago truncatula_PRJNA931615.csv	Medicago truncatula_PRJNA931615.anno.csv	a7f6f8545bcaf7e8da5a3de66891bde32f975784100091fe37df3f53a2dbbdf7	f22ed424283744e16675379aa307dc4d3c2ae16b93af41bcbd2d418be74b841d	1.0.0
Nepeta tenuifolia_PRJNA743551	Nepeta tenuifolia_PRJNA743551.h5ad	True	310739086	32899	20560	Nepeta tenuifolia	Nepeta tenuifolia	recorded	PRJNA743551	not explicitly recorded		missing	1382	0.04200735584668227	normalized_nonnegative_continuous	csr	float32	Nepeta tenuifolia_PRJNA743551.csv	Nepeta tenuifolia_PRJNA743551.anno.csv	b5ae868689a86ada0e5a4afb292bf51192f49d3c039816653afcfb3a584fe0d1	4de673c27564009e1d983ef4bee5a93070f90f677f0b68f222d0a332f14f29ef	1.0.0
Nicotiana attenuata_PRJNA796301	Nicotiana attenuata_PRJNA796301.h5ad	True	37674915	4004	20157	Nicotiana attenuata	Nicotiana attenuata	recorded	PRJNA796301	not explicitly recorded		missing	321	0.08016983016983018	nonnegative_integer_unverified	csr	int64	Nicotiana attenuata_PRJNA796301.csv	Nicotiana attenuata_PRJNA796301.anno.csv	3437145f387f905f9c0908eb1572d7310cb892535f53b78191d47584f0c938b6	e2ecde21105d750f07961554415d252928d24f4b7bb0f0b6d0ea34badd3b4a64	1.0.0
Nicotiana tabacum_PRJCA018794	Nicotiana tabacum_PRJCA018794.h5ad	True	382927255	22879	44371	Nicotiana tabacum	Nicotiana tabacum	recorded	PRJCA018794	not explicitly recorded		missing	4409	0.1927094715678133	nonnegative_integer_unverified	csr	int64	Nicotiana tabacum_PRJCA018794.csv	Nicotiana tabacum_PRJCA018794.anno.csv	503cdd99d9505c56a7636c0d4104cfe1303e44f9350a0a2ef1eb9d85f5ceb3e9	74a64e7e6940dcc7dcb26536d25cf0e0453f13cdf7c338fd6c4e7ac2e1cc1f89	1.0.0
Nicotiana tabacum_PRJNA970858	Nicotiana tabacum_PRJNA970858.h5ad	True	330522355	5774	38865	Nicotiana tabacum	Nicotiana tabacum	recorded	PRJNA970858	not explicitly recorded		missing	0	0.0	scaled_continuous	dense	float32	Nicotiana tabacum_PRJNA970858.csv	Nicotiana tabacum_PRJNA970858.anno.csv	7a9ae30920ad757fd838fd32719edef33526abcb0e143c02c6ab5bfa609c87be	e22b6d0a747785713fcbef210a1df783bc88edbf34ad6e27a067b759fcf24a03	1.0.0
Oryza sativa_CNP0004152	Oryza sativa_CNP0004152.h5ad	True	90041422	7135	3000	Oryza sativa	Oryza sativa	recorded	CNP0004152	not explicitly recorded		missing	4793	0.6717589348283112	scaled_continuous	dense	float32	Oryza sativa_CNP0004152.csv	Oryza sativa_CNP0004152.anno.csv	bb38731cf750fcdf1b7c62f4d6c6ff5a6c2508cbd753040e9f3283bfc0ed1982	fa94f9294f54e736b0abd093d18f780768bf947fb58f02570b648ea2b63be322	1.0.0
Oryza sativa_CRA004082_Leaf	Oryza sativa_CRA004082_Leaf.h5ad	True	181016011	12263	3572	not explicitly recorded	Oryza sativa	candidate_from_dataset_id	not explicitly recorded	not explicitly recorded	leaf	candidate_from_dataset_id	1378	0.11237054554350485	scaled_continuous	dense	float32	Oryza sativa_CRA004082_Leaf.csv	Oryza sativa_CRA004082_Leaf.anno.csv	572669220b812a4a97911d56a0ad5566261b13f11ad2153f9012c07160907c77	1fbc97c53744a34738122096c50773d0ac69904867f036bd4844f4a264517de6	1.0.0
Oryza sativa_CRA004082_Root	Oryza sativa_CRA004082_Root.h5ad	True	147420214	10285	3474	not explicitly recorded	Oryza sativa	candidate_from_dataset_id	not explicitly recorded	not explicitly recorded	root	candidate_from_dataset_id	526	0.05114244044725328	scaled_continuous	dense	float32	Oryza sativa_CRA004082_Root.csv	Oryza sativa_CRA004082_Root.anno.csv	d6927f02dc6c3c915447c784e36c8e36af8f6a61819e96a98b68c2f17be82e39	7b33593aed0bc3ea24a4703125ad99b7e935386013550550771006928f67d167	1.0.0
Oryza sativa_PRJNA609092	Oryza sativa_PRJNA609092.h5ad	True	645381850	14760	26266	Oryza sativa	Oryza sativa	recorded	PRJNA609092	not explicitly recorded		missing	176	0.011924119241192412	scaled_continuous	dense	float32	Oryza sativa_PRJNA609092.csv	Oryza sativa_PRJNA609092.anno.csv	0eb6c292248a0f06895203f679565714d2405f8e6c2f159337313087fc528577	8381ba1590f68582f9666c83699ef0ca72b42255480cf85264c70268f33bb17d	1.0.0
Oryza sativa_PRJNA706435	Oryza sativa_PRJNA706435.h5ad	True	283970158	36407	29370	Oryza sativa	Oryza sativa	recorded	PRJNA706435	not explicitly recorded		missing	861	0.02364929821188233	nonnegative_integer_unverified	csr	int64	Oryza sativa_PRJNA706435.csv	Oryza sativa_PRJNA706435.anno.csv	e30812ee8b9845d00d916a2e7457af531eb47e657dc6454fb66ce6dba57b2ff5	d723a9bb6c012320533c08685220dcddaa49daf8d1149314fbe74252a6b64497	1.0.0
