canonical_cell_type_coverage,canonical_cell_type_nonempty_cells,canonical_gene_coverage,canonical_gene_nonempty,cell_type_mapping_status_counts,dataset_id,declared_expression_representation,declared_storage_kind,expression_semantics,file_size_bytes,finite_fraction,gene_id_profile,gene_mapping_status_counts,integer_like_fraction,label_column,label_coverage,labeled_cells,layer_profiles,layers,median_known_type_cells,metadata_columns,min_known_type_cells,n_cells,n_genes,n_known_cell_types,negative_fraction,obs_columns,obs_names_unique,obsm,obsp,path,rare_types_lt1pct,rare_types_lt50,sample_max,sample_min,sampled_values,schema_version,species_inferred,status,top_cell_types,unknown_or_missing_cells,uns_keys,var_columns,var_names_unique,varm,warnings,x_class,x_dtype,zero_fraction
0.0,0,0.0,0,"{""unmapped"": 17586}",Arabidopsis thaliana_PRJNA703045,nonnegative_integer_unverified,csr,count_like_nonnegative_integer,86547673,1.0,"{""arabidopsis_locus"": 5000}","{""unmapped"": 22323}",1.0,celltype_after,0.3680768793358353,6473,"{""None"": {""class"": ""_CSRDataset"", ""dtype"": ""int64"", ""expression_semantics"": ""count_like_nonnegative_integer"", ""finite_fraction"": 1.0, ""integer_like_fraction"": 1.0, ""negative_fraction"": 0.0, ""sample_equal_to_x"": true, ""sample_max"": 22891.0, ""sample_min"": 0.0, ""sampled_values"": 786432, ""zero_fraction"": 0.9262809753417969}}","[""None""]",1713.5,"{""condition"": null, ""sample"": ""orig.ident"", ""sample_n_unique"": 1, ""sample_nonempty_fraction"": 1.0, ""species"": ""species"", ""species_n_unique"": 1, ""species_nonempty_fraction"": 1.0, ""stage"": null, ""tissue"": ""tissue"", ""tissue_n_unique"": 1, ""tissue_nonempty_fraction"": 1.0}",488,17586,22323,4,0.0,"[""source__unnamed"", ""orig.ident"", ""nCount_RNA"", ""nFeature_RNA"", ""source__index"", ""percent.mt"", ""percent.ct"", ""nCount_SCT"", ""nFeature_SCT"", ""integrated_snn_res.0.5"", ""seurat_clusters"", ""celltype_after"", ""dataset_id"", ""species"", ""accession"", ""tissue"", ""cell_type_original"", ""cell_type_canonical"", ""cell_type_mapping_status"", ""cell_type_is_unknown""]",True,[],[],Arabidopsis thaliana_PRJNA703045.h5ad,0,0,22891.0,0.0,786432,1.0.0,Arabidopsis thaliana,ok,"{""Leaf guard cell"": 1352, ""Leaf lamina epidermis"": 488, ""Leaf vascular system"": 2558, ""Mesophyll cell"": 2075}",11113,"[""conversion_provenance"", ""expression_representation"", ""schema_version"", ""source"", ""source_annotation_column_name_map""]","[""gene_id_original"", ""gene_id_canonical"", ""gene_mapping_status"", ""species"", ""dataset_id""]",True,[],"[""cell_type_coverage_below_50_percent"", ""canonical_cell_type_mapping_empty"", ""canonical_gene_mapping_empty"", ""nonsemantic_expression_layer_name""]",_CSRDataset,int64,0.9262809753417969
0.0,0,0.0,0,"{""unmapped"": 633}",Arabidopsis thaliana_PRJNA716169,scaled_continuous,dense,scaled_continuous_or_centered,2840201,1.0,"{""arabidopsis_locus"": 1999, ""symbol_like"": 1}","{""unmapped"": 2000}",0.0013783772786458333,celltype_after,0.6619273301737757,419,"{""None"": {""class"": ""Dataset"", ""dtype"": ""float32"", ""expression_semantics"": ""scaled_continuous_or_centered"", ""finite_fraction"": 1.0, ""integer_like_fraction"": 0.0013783772786458333, ""negative_fraction"": 0.9182484944661459, ""sample_equal_to_x"": true, ""sample_max"": 10.0, ""sample_min"": -1.6271142959594727, ""sampled_values"": 786432, ""zero_fraction"": 0.0}}","[""None""]",66.0,"{""condition"": null, ""sample"": ""orig.ident"", ""sample_n_unique"": 1, ""sample_nonempty_fraction"": 1.0, ""species"": ""species"", ""species_n_unique"": 1, ""species_nonempty_fraction"": 1.0, ""stage"": null, ""tissue"": ""tissue"", ""tissue_n_unique"": 1, ""tissue_nonempty_fraction"": 1.0}",36,633,2000,5,0.9182484944661459,"[""source__unnamed"", ""orig.ident"", ""source__index"", ""nCount_RNA"", ""nFeature_RNA"", ""RNA_snn_res.3"", ""seurat_clusters"", ""celltype_after"", ""dataset_id"", ""species"", ""accession"", ""tissue"", ""cell_type_original"", ""cell_type_canonical"", ""cell_type_mapping_status"", ""cell_type_is_unknown""]",True,[],[],Arabidopsis thaliana_PRJNA716169.h5ad,0,1,10.0,-1.6271142959594727,786432,1.0.0,Arabidopsis thaliana,ok,"{""Columella initial cell"": 66, ""Dividing protoderm"": 182, ""Shoot meristem initial cell"": 61, ""Suspensor"": 74, ""Vascular initial cell"": 36}",214,"[""conversion_provenance"", ""expression_representation"", ""schema_version"", ""source"", ""source_annotation_column_name_map""]","[""gene_id_original"", ""gene_id_canonical"", ""gene_mapping_status"", ""species"", ""dataset_id""]",True,[],"[""canonical_cell_type_mapping_empty"", ""canonical_gene_mapping_empty"", ""nonsemantic_expression_layer_name""]",Dataset,float32,0.0
0.0,0,0.0,0,"{""unmapped"": 13384}",Arabidopsis thaliana_PRJNA730707,nonnegative_integer_unverified,csr,count_like_nonnegative_integer,78297163,1.0,"{""arabidopsis_locus"": 5000}","{""unmapped"": 20964}",1.0,celltype_after,0.9477734608487747,12685,"{""None"": {""class"": ""_CSRDataset"", ""dtype"": ""int64"", ""expression_semantics"": ""count_like_nonnegative_integer"", ""finite_fraction"": 1.0, ""integer_like_fraction"": 1.0, ""negative_fraction"": 0.0, ""sample_equal_to_x"": true, ""sample_max"": 36.0, ""sample_min"": 0.0, ""sampled_values"": 786432, ""zero_fraction"": 0.9435590108235677}}","[""None""]",1683.0,"{""condition"": null, ""sample"": ""orig.ident"", ""sample_n_unique"": 1, ""sample_nonempty_fraction"": 1.0, ""species"": ""species"", ""species_n_unique"": 1, ""species_nonempty_fraction"": 1.0, ""stage"": null, ""tissue"": ""tissue"", ""tissue_n_unique"": 1, ""tissue_nonempty_fraction"": 1.0}",55,13384,20964,9,0.0,"[""source__unnamed"", ""orig.ident"", ""nCount_RNA"", ""nFeature_RNA"", ""source__index"", ""nCount_SCT"", ""nFeature_SCT"", ""integrated_snn_res.0.5"", ""seurat_clusters"", ""celltype_after"", ""dataset_id"", ""species"", ""accession"", ""tissue"", ""cell_type_original"", ""cell_type_canonical"", ""cell_type_mapping_status"", ""cell_type_is_unknown""]",True,[],[],Arabidopsis thaliana_PRJNA730707.h5ad,2,0,36.0,0.0,786432,1.0.0,Arabidopsis thaliana,ok,"{""Cortex"": 2252, ""Epidermis"": 2769, ""Flower meristem"": 1683, ""Mesophyll cell"": 55, ""Phloem"": 119, ""Procambium"": 1842, ""Proliferating cell"": 2282, ""S-phase cell"": 1065, ""Xylem parenchyma cell"": 618}",699,"[""conversion_provenance"", ""expression_representation"", ""schema_version"", ""source"", ""source_annotation_column_name_map""]","[""gene_id_original"", ""gene_id_canonical"", ""gene_mapping_status"", ""species"", ""dataset_id""]",True,[],"[""canonical_cell_type_mapping_empty"", ""canonical_gene_mapping_empty"", ""nonsemantic_expression_layer_name""]",_CSRDataset,int64,0.9435590108235677
0.0,0,0.0,0,"{""unmapped"": 13057}",Arabidopsis thaliana_PRJNA742744,nonnegative_integer_unverified,csr,count_like_nonnegative_integer,68924725,1.0,"{""arabidopsis_locus"": 5000}","{""unmapped"": 23548}",1.0,celltype_after,0.4061422991498813,5303,"{""None"": {""class"": ""_CSRDataset"", ""dtype"": ""int64"", ""expression_semantics"": ""count_like_nonnegative_integer"", ""finite_fraction"": 1.0, ""integer_like_fraction"": 1.0, ""negative_fraction"": 0.0, ""sample_equal_to_x"": true, ""sample_max"": 97.0, ""sample_min"": 0.0, ""sampled_values"": 786432, ""zero_fraction"": 0.962395985921224}}","[""None""]",396.0,"{""condition"": null, ""sample"": ""orig.ident"", ""sample_n_unique"": 3, ""sample_nonempty_fraction"": 1.0, ""species"": ""species"", ""species_n_unique"": 1, ""species_nonempty_fraction"": 1.0, ""stage"": null, ""tissue"": ""tissue"", ""tissue_n_unique"": 1, ""tissue_nonempty_fraction"": 1.0}",90,13057,23548,11,0.0,"[""source__unnamed"", ""orig.ident"", ""nCount_RNA"", ""nFeature_RNA"", ""nCount_SCT"", ""nFeature_SCT"", ""integrated_snn_res.0.5"", ""seurat_clusters"", ""celltype1"", ""celltype_after"", ""dataset_id"", ""species"", ""accession"", ""tissue"", ""cell_type_original"", ""cell_type_canonical"", ""cell_type_mapping_status"", ""cell_type_is_unknown""]",True,[],[],Arabidopsis thaliana_PRJNA742744.h5ad,1,0,97.0,0.0,786432,1.0.0,Arabidopsis thaliana,ok,"{""Companion cell"": 90, ""Lateral root cap"": 208, ""Non-hair root epidermal cell"": 761, ""Pericycle cell"": 620, ""Pholem"": 313, ""Root cortex"": 396, ""Root endodermis"": 290, ""Root hair cell"": 617, ""Root meristem"": 1249, ""Root procambium"": 568, ""Xylem pole pericycle cell"": 191}",7754,"[""conversion_provenance"", ""expression_representation"", ""schema_version"", ""source"", ""source_annotation_column_name_map""]","[""gene_id_original"", ""gene_id_canonical"", ""gene_mapping_status"", ""species"", ""dataset_id""]",True,[],"[""cell_type_coverage_below_50_percent"", ""canonical_cell_type_mapping_empty"", ""canonical_gene_mapping_empty"", ""nonsemantic_expression_layer_name""]",_CSRDataset,int64,0.962395985921224
0.0,0,0.0,0,"{""unmapped"": 8159}",Arabidopsis thaliana_PRJNA745175,scaled_continuous,dense,scaled_continuous_or_centered,28167531,1.0,"{""arabidopsis_locus"": 2000}","{""unmapped"": 2000}",0.0016161600748697917,celltype_after,1.0,8159,"{""None"": {""class"": ""Dataset"", ""dtype"": ""float32"", ""expression_semantics"": ""scaled_continuous_or_centered"", ""finite_fraction"": 1.0, ""integer_like_fraction"": 0.0016161600748697917, ""negative_fraction"": 0.9396146138509115, ""sample_equal_to_x"": true, ""sample_max"": 10.0, ""sample_min"": -1.5264041423797607, ""sampled_values"": 786432, ""zero_fraction"": 0.0}}","[""None""]",535.0,"{""condition"": null, ""sample"": ""orig.ident"", ""sample_n_unique"": 1, ""sample_nonempty_fraction"": 1.0, ""species"": ""species"", ""species_n_unique"": 1, ""species_nonempty_fraction"": 1.0, ""stage"": null, ""tissue"": ""tissue"", ""tissue_n_unique"": 1, ""tissue_nonempty_fraction"": 1.0}",118,8159,2000,11,0.9396146138509115,"[""source__unnamed"", ""orig.ident"", ""source__index"", ""nCount_RNA"", ""nFeature_RNA"", ""RNA_snn_res.1"", ""seurat_clusters"", ""celltype"", ""celltype_after"", ""celltype_before"", ""dataset_id"", ""species"", ""accession"", ""tissue"", ""cell_type_original"", ""cell_type_canonical"", ""cell_type_mapping_status"", ""cell_type_is_unknown""]",True,[],[],Arabidopsis thaliana_PRJNA745175.h5ad,0,0,10.0,-1.5264041423797607,786432,1.0.0,Arabidopsis thaliana,ok,"{""Columella root cap cell"": 118, ""Companion cell"": 535, ""Lateral root cap"": 1294, ""Non-hair root epidermal cell"": 227, ""Pericycle cell"": 2098, ""Primary xylem"": 382, ""Protophloem"": 563, ""Root cortex"": 406, ""Root endodermis"": 492, ""Root hair cell"": 1405, ""Root meristem"": 639}",0,"[""conversion_provenance"", ""expression_representation"", ""schema_version"", ""source"", ""source_annotation_column_name_map""]","[""gene_id_original"", ""gene_id_canonical"", ""gene_mapping_status"", ""species"", ""dataset_id""]",True,[],"[""canonical_cell_type_mapping_empty"", ""canonical_gene_mapping_empty"", ""nonsemantic_expression_layer_name""]",Dataset,float32,0.0
0.0,0,0.0,0,"{""unmapped"": 17165}",Arabidopsis thaliana_PRJNA750934,nonnegative_integer_unverified,csr,count_like_nonnegative_integer,273330580,1.0,"{""arabidopsis_locus"": 5000}","{""unmapped"": 25842}",1.0,celltype_after,1.0,17165,"{""None"": {""class"": ""_CSRDataset"", ""dtype"": ""int64"", ""expression_semantics"": ""count_like_nonnegative_integer"", ""finite_fraction"": 1.0, ""integer_like_fraction"": 1.0, ""negative_fraction"": 0.0, ""sample_equal_to_x"": true, ""sample_max"": 779.0, ""sample_min"": 0.0, ""sampled_values"": 786432, ""zero_fraction"": 0.8899726867675781}}","[""None""]",931.0,"{""condition"": null, ""sample"": ""orig.ident"", ""sample_n_unique"": 2, ""sample_nonempty_fraction"": 1.0, ""species"": ""species"", ""species_n_unique"": 1, ""species_nonempty_fraction"": 1.0, ""stage"": null, ""tissue"": ""tissue"", ""tissue_n_unique"": 1, ""tissue_nonempty_fraction"": 1.0}",120,17165,25842,14,0.0,"[""source__unnamed"", ""orig.ident"", ""nCount_RNA"", ""nFeature_RNA"", ""source__index"", ""nCount_SCT"", ""nFeature_SCT"", ""integrated_snn_res.0.5"", ""seurat_clusters"", ""celltype_after"", ""celltype_before"", ""dataset_id"", ""species"", ""accession"", ""tissue"", ""cell_type_original"", ""cell_type_canonical"", ""cell_type_mapping_status"", ""cell_type_is_unknown""]",True,[],[],Arabidopsis thaliana_PRJNA750934.h5ad,1,0,779.0,0.0,786432,1.0.0,Arabidopsis thaliana,ok,"{""Columella root cap cell"": 557, ""Companion cell"": 341, ""Lateral root cap"": 5820, ""Non_hair root epidermal cell"": 934, ""Pericycle cell"": 928, ""Primary phloem"": 1491, ""Primary xylem"": 473, ""Protophloem"": 120, ""Root cortex"": 1263, ""Root endodermis"": 1072, ""Root hair cell"": 852, ""Root initial cell"": 1434, ""Root meristem"": 468, ""Root procambium"": 1412}",0,"[""conversion_provenance"", ""expression_representation"", ""schema_version"", ""source"", ""source_annotation_column_name_map""]","[""gene_id_original"", ""gene_id_canonical"", ""gene_mapping_status"", ""species"", ""dataset_id""]",True,[],"[""canonical_cell_type_mapping_empty"", ""canonical_gene_mapping_empty"", ""nonsemantic_expression_layer_name""]",_CSRDataset,int64,0.8899726867675781
0.0,0,0.0,0,"{""unmapped"": 10700}",Arabidopsis thaliana_PRJNA754157,scaled_continuous,dense,scaled_continuous_or_centered,182669873,1.0,"{""arabidopsis_locus"": 4174}","{""unmapped"": 4174}",0.0030810038248697915,celltype_after,0.9558878504672897,10228,"{""None"": {""class"": ""Dataset"", ""dtype"": ""float32"", ""expression_semantics"": ""scaled_continuous_or_centered"", ""finite_fraction"": 1.0, ""integer_like_fraction"": 0.0030810038248697915, ""negative_fraction"": 0.7783660888671875, ""sample_equal_to_x"": true, ""sample_max"": 10.0, ""sample_min"": -8.834892272949219, ""sampled_values"": 786432, ""zero_fraction"": 0.0}}","[""None""]",1132.0,"{""condition"": null, ""sample"": ""orig.ident"", ""sample_n_unique"": 6, ""sample_nonempty_fraction"": 1.0, ""species"": ""species"", ""species_n_unique"": 1, ""species_nonempty_fraction"": 1.0, ""stage"": null, ""tissue"": ""tissue"", ""tissue_n_unique"": 1, ""tissue_nonempty_fraction"": 1.0}",513,10700,4174,6,0.7783660888671875,"[""source__unnamed"", ""orig.ident"", ""source__index"", ""nCount_RNA"", ""nFeature_RNA"", ""nCount_SCT"", ""nFeature_SCT"", ""integrated_snn_res.0.5"", ""seurat_clusters"", ""celltype_after"", ""celltype_before"", ""dataset_id"", ""species"", ""accession"", ""tissue"", ""cell_type_original"", ""cell_type_canonical"", ""cell_type_mapping_status"", ""cell_type_is_unknown""]",True,[],[],Arabidopsis thaliana_PRJNA754157.h5ad,0,0,10.0,-8.834892272949219,786432,1.0.0,Arabidopsis thaliana,ok,"{""Companion cell"": 1287, ""Early sieve element"": 513, ""Epidermal cell layer of the emerging lateral root"": 831, ""Metaphloem sieve element"": 977, ""Phloem pole pericycle cell"": 4612, ""Protophloem sieve element"": 2008}",472,"[""conversion_provenance"", ""expression_representation"", ""schema_version"", ""source"", ""source_annotation_column_name_map""]","[""gene_id_original"", ""gene_id_canonical"", ""gene_mapping_status"", ""species"", ""dataset_id""]",True,[],"[""canonical_cell_type_mapping_empty"", ""canonical_gene_mapping_empty"", ""nonsemantic_expression_layer_name""]",Dataset,float32,0.0
0.0,0,0.0,0,"{""unmapped"": 29883}",Arabidopsis thaliana_PRJNA764868,scaled_continuous,dense,scaled_continuous_or_centered,1227250440,1.0,"{""arabidopsis_locus"": 5000}","{""unmapped"": 22965}",0.0010732014973958333,celltype_after,0.7731820767660543,23105,"{""None"": {""class"": ""Dataset"", ""dtype"": ""float32"", ""expression_semantics"": ""scaled_continuous_or_centered"", ""finite_fraction"": 1.0, ""integer_like_fraction"": 0.0010732014973958333, ""negative_fraction"": 0.9298896789550781, ""sample_equal_to_x"": true, ""sample_max"": 10.0, ""sample_min"": -3.556410551071167, ""sampled_values"": 786432, ""zero_fraction"": 0.0}}","[""None""]",1234.0,"{""condition"": null, ""sample"": ""orig.ident"", ""sample_n_unique"": 1, ""sample_nonempty_fraction"": 1.0, ""species"": ""species"", ""species_n_unique"": 1, ""species_nonempty_fraction"": 1.0, ""stage"": null, ""tissue"": ""tissue"", ""tissue_n_unique"": 1, ""tissue_nonempty_fraction"": 1.0}",46,29883,22965,9,0.9298896789550781,"[""source__unnamed"", ""orig.ident"", ""source__index"", ""nCount_RNA"", ""nFeature_RNA"", ""RNA_snn_res.0.5"", ""seurat_clusters"", ""celltype1"", ""celltype"", ""celltype_after"", ""dataset_id"", ""species"", ""accession"", ""tissue"", ""cell_type_original"", ""cell_type_canonical"", ""cell_type_mapping_status"", ""cell_type_is_unknown""]",True,[],[],Arabidopsis thaliana_PRJNA764868.h5ad,2,1,10.0,-3.556410551071167,786432,1.0.0,Arabidopsis thaliana,ok,"{""Bundle sheath cell"": 2710, ""Companion cell"": 1234, ""Hydathode"": 897, ""Leaf guard cell"": 464, ""Leaf pavement cell"": 5754, ""Mesophyll cell"": 9723, ""Myrosinase cell"": 136, ""Phloem parenchyma cell"": 2141, ""Sieve element"": 46}",6778,"[""conversion_provenance"", ""expression_representation"", ""schema_version"", ""source"", ""source_annotation_column_name_map""]","[""gene_id_original"", ""gene_id_canonical"", ""gene_mapping_status"", ""species"", ""dataset_id""]",True,[],"[""canonical_cell_type_mapping_empty"", ""canonical_gene_mapping_empty"", ""nonsemantic_expression_layer_name""]",Dataset,float32,0.0
0.0,0,0.0,0,"{""unmapped"": 36093}",Arabidopsis thaliana_PRJNA796288,nonnegative_integer_unverified,csr,count_like_nonnegative_integer,417389743,1.0,"{""arabidopsis_locus"": 4887, ""symbol_like"": 113}","{""unmapped"": 24113}",1.0,celltype_after,0.6581885684204694,23756,"{""None"": {""class"": ""_CSRDataset"", ""dtype"": ""int64"", ""expression_semantics"": ""count_like_nonnegative_integer"", ""finite_fraction"": 1.0, ""integer_like_fraction"": 1.0, ""negative_fraction"": 0.0, ""sample_equal_to_x"": true, ""sample_max"": 654.0, ""sample_min"": 0.0, ""sampled_values"": 786432, ""zero_fraction"": 0.9071095784505209}}","[""None""]",2541.0,"{""condition"": null, ""sample"": ""orig.ident"", ""sample_n_unique"": 2, ""sample_nonempty_fraction"": 1.0, ""species"": ""species"", ""species_n_unique"": 1, ""species_nonempty_fraction"": 1.0, ""stage"": null, ""tissue"": ""tissue"", ""tissue_n_unique"": 1, ""tissue_nonempty_fraction"": 1.0}",835,36093,24113,7,0.0,"[""source__unnamed"", ""orig.ident"", ""nCount_RNA"", ""nFeature_RNA"", ""source__index"", ""nCount_SCT"", ""nFeature_SCT"", ""integrated_snn_res.0.5"", ""seurat_clusters"", ""celltype_after"", ""dataset_id"", ""species"", ""accession"", ""tissue"", ""cell_type_original"", ""cell_type_canonical"", ""cell_type_mapping_status"", ""cell_type_is_unknown""]",True,[],[],Arabidopsis thaliana_PRJNA796288.h5ad,0,0,654.0,0.0,786432,1.0.0,Arabidopsis thaliana,ok,"{""Early-stage meristemoid"": 2148, ""Guard mother cell"": 1548, ""Late-stage meristemoid"": 2541, ""Leaf guard cell"": 6254, ""Proliferating cell"": 835, ""Stomatal-lineage ground cell"": 6846, ""Young guard cell"": 3584}",12337,"[""conversion_provenance"", ""expression_representation"", ""schema_version"", ""source"", ""source_annotation_column_name_map""]","[""gene_id_original"", ""gene_id_canonical"", ""gene_mapping_status"", ""species"", ""dataset_id""]",True,[],"[""canonical_cell_type_mapping_empty"", ""canonical_gene_mapping_empty"", ""nonsemantic_expression_layer_name""]",_CSRDataset,int64,0.9071095784505209
0.0,0,0.0,0,"{""unmapped"": 149174}",Arabidopsis thaliana_PRJNA814870,scaled_continuous,dense,scaled_continuous_or_centered,2617543423,1.0,"{""arabidopsis_locus"": 4317}","{""unmapped"": 4317}",0.018824259440104168,celltype_after,0.4018394626409428,59944,"{""None"": {""class"": ""Dataset"", ""dtype"": ""float32"", ""expression_semantics"": ""scaled_continuous_or_centered"", ""finite_fraction"": 1.0, ""integer_like_fraction"": 0.018824259440104168, ""negative_fraction"": 0.867651621500651, ""sample_equal_to_x"": true, ""sample_max"": 10.0, ""sample_min"": -12.28651237487793, ""sampled_values"": 786432, ""zero_fraction"": 0.0}}","[""None""]",5539.0,"{""condition"": null, ""sample"": ""orig.ident"", ""sample_n_unique"": 8, ""sample_nonempty_fraction"": 1.0, ""species"": ""species"", ""species_n_unique"": 1, ""species_nonempty_fraction"": 1.0, ""stage"": null, ""tissue"": ""tissue"", ""tissue_n_unique"": 1, ""tissue_nonempty_fraction"": 1.0}",2334,149174,4317,11,0.867651621500651,"[""source__unnamed"", ""orig.ident"", ""source__index"", ""nCount_RNA"", ""nFeature_RNA"", ""nCount_SCT"", ""nFeature_SCT"", ""integrated_snn_res.0.5"", ""seurat_clusters"", ""celltype1"", ""celltype_after"", ""dataset_id"", ""species"", ""accession"", ""tissue"", ""cell_type_original"", ""cell_type_canonical"", ""cell_type_mapping_status"", ""cell_type_is_unknown""]",True,[],[],Arabidopsis thaliana_PRJNA814870.h5ad,0,0,10.0,-12.28651237487793,786432,1.0.0,Arabidopsis thaliana,ok,"{""Columella root cap cell"": 3496, ""Companion cell"": 6013, ""Lateral root cap"": 9228, ""Phloem"": 4057, ""Protophloem"": 2334, ""Root cortex"": 7205, ""Root endodermis"": 8876, ""Root hair cell"": 3718, ""Root meristem"": 3600, ""Root procambium"": 5539, ""Xylem"": 5878}",89230,"[""conversion_provenance"", ""expression_representation"", ""schema_version"", ""source"", ""source_annotation_column_name_map""]","[""gene_id_original"", ""gene_id_canonical"", ""gene_mapping_status"", ""species"", ""dataset_id""]",True,[],"[""cell_type_coverage_below_50_percent"", ""canonical_cell_type_mapping_empty"", ""canonical_gene_mapping_empty"", ""nonsemantic_expression_layer_name""]",Dataset,float32,0.0
0.0,0,0.0,0,"{""unmapped"": 102921}",Arabidopsis thaliana_PRJNA835893,scaled_continuous,dense,scaled_continuous_or_centered,1994517649,1.0,"{""arabidopsis_locus"": 4768}","{""unmapped"": 4768}",0.006959279378255208,celltype_after,0.7606610895735564,78288,"{""None"": {""class"": ""Dataset"", ""dtype"": ""float32"", ""expression_semantics"": ""scaled_continuous_or_centered"", ""finite_fraction"": 1.0, ""integer_like_fraction"": 0.006959279378255208, ""negative_fraction"": 0.8524284362792969, ""sample_equal_to_x"": true, ""sample_max"": 10.0, ""sample_min"": -6.666489124298096, ""sampled_values"": 786432, ""zero_fraction"": 0.0}}","[""None""]",14838.5,"{""condition"": null, ""sample"": ""orig.ident"", ""sample_n_unique"": 2, ""sample_nonempty_fraction"": 1.0, ""species"": ""species"", ""species_n_unique"": 1, ""species_nonempty_fraction"": 1.0, ""stage"": null, ""tissue"": ""tissue"", ""tissue_n_unique"": 1, ""tissue_nonempty_fraction"": 1.0}",4213,102921,4768,4,0.8524284362792969,"[""source__unnamed"", ""orig.ident"", ""source__index"", ""nCount_RNA"", ""nFeature_RNA"", ""nCount_SCT"", ""nFeature_SCT"", ""integrated_snn_res.0.3"", ""seurat_clusters"", ""celltype_after"", ""dataset_id"", ""species"", ""accession"", ""tissue"", ""cell_type_original"", ""cell_type_canonical"", ""cell_type_mapping_status"", ""cell_type_is_unknown""]",True,[],[],Arabidopsis thaliana_PRJNA835893.h5ad,0,0,10.0,-6.666489124298096,786432,1.0.0,Arabidopsis thaliana,ok,"{""Generative nuclei"": 4213, ""Microspore nuclei"": 17687, ""Sperm nuclei"": 11990, ""Vegetative nuclei"": 44398}",24633,"[""conversion_provenance"", ""expression_representation"", ""schema_version"", ""source"", ""source_annotation_column_name_map""]","[""gene_id_original"", ""gene_id_canonical"", ""gene_mapping_status"", ""species"", ""dataset_id""]",True,[],"[""canonical_cell_type_mapping_empty"", ""canonical_gene_mapping_empty"", ""nonsemantic_expression_layer_name""]",Dataset,float32,0.0
0.0,0,0.0,0,"{""unmapped"": 38504}",Arabidopsis thaliana_PRJNA857332,nonnegative_integer_unverified,csr,count_like_nonnegative_integer,389742467,1.0,"{""arabidopsis_locus"": 5000}","{""unmapped"": 23453}",1.0,celltype_after,0.36887076667359237,14203,"{""None"": {""class"": ""_CSRDataset"", ""dtype"": ""int64"", ""expression_semantics"": ""count_like_nonnegative_integer"", ""finite_fraction"": 1.0, ""integer_like_fraction"": 1.0, ""negative_fraction"": 0.0, ""sample_equal_to_x"": true, ""sample_max"": 218.0, ""sample_min"": 0.0, ""sampled_values"": 786432, ""zero_fraction"": 0.9304644266764323}}","[""None""]",1881.5,"{""condition"": null, ""sample"": ""orig.ident"", ""sample_n_unique"": 2, ""sample_nonempty_fraction"": 1.0, ""species"": ""species"", ""species_n_unique"": 1, ""species_nonempty_fraction"": 1.0, ""stage"": null, ""tissue"": ""tissue"", ""tissue_n_unique"": 1, ""tissue_nonempty_fraction"": 1.0}",317,38504,23453,6,0.0,"[""source__unnamed"", ""orig.ident"", ""nCount_RNA"", ""nFeature_RNA"", ""source__index"", ""nCount_SCT"", ""nFeature_SCT"", ""integrated_snn_res.0.5"", ""seurat_clusters"", ""celltype_after"", ""dataset_id"", ""species"", ""accession"", ""tissue"", ""cell_type_original"", ""cell_type_canonical"", ""cell_type_mapping_status"", ""cell_type_is_unknown""]",True,[],[],Arabidopsis thaliana_PRJNA857332.h5ad,1,0,218.0,0.0,786432,1.0.0,Arabidopsis thaliana,ok,"{""Companion cell"": 317, ""Epidermis"": 622, ""Floral organ abscission zone"": 3141, ""Guard cell"": 478, ""Mesophyll cell"": 4722, ""Xylem parenchyma cell"": 4923}",24301,"[""conversion_provenance"", ""expression_representation"", ""schema_version"", ""source"", ""source_annotation_column_name_map""]","[""gene_id_original"", ""gene_id_canonical"", ""gene_mapping_status"", ""species"", ""dataset_id""]",True,[],"[""cell_type_coverage_below_50_percent"", ""canonical_cell_type_mapping_empty"", ""canonical_gene_mapping_empty"", ""nonsemantic_expression_layer_name""]",_CSRDataset,int64,0.9304644266764323
