dataset_id	species	tissue	tissue_status	label_column	cells	labeled_cells	unknown_cells	unknown_fraction	readable	integrity_status	root_panel_status	root_accepted	root_reason	root_candidate_label_count	root_labels_ge_100_cells	root_candidate_cells	leaf_panel_status	leaf_accepted	leaf_reason	leaf_candidate_label_count	leaf_labels_ge_100_cells	leaf_candidate_cells	vascular_panel_status	vascular_accepted	vascular_reason	vascular_candidate_label_count	vascular_labels_ge_100_cells	vascular_candidate_cells	source_path	source_sha256	authority_version	direct_source_object_path	direct_source_object_sha256	gap_flags
Arabidopsis thaliana_PRJNA716169	Arabidopsis thaliana	not explicitly recorded in source; annotation labels include root and shoot meristem initials	recorded	celltype_after	633	419	214	0.3380726698262243	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Arabidopsis thaliana_PRJNA730707	Arabidopsis thaliana	not explicitly recorded	missing	celltype_after	13384	12685	699	0.05222653915122535	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	1	0	55	exclude	False	fewer_than_two_candidate_labels_with_100_cells	1	1	119	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Arabidopsis thaliana_PRJNA742744	Arabidopsis thaliana	not explicitly recorded	missing	celltype_after	13057	5303	7754	0.5938577008501187	True	readable	candidate_include	True	passes_provisional_panel_gates	6	6	3252	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	2	1	658	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Arabidopsis thaliana_PRJNA745175	Arabidopsis thaliana	not explicitly recorded	missing	celltype_after	8159	8159	0	0.0	True	readable	candidate_include	True	passes_provisional_panel_gates	6	6	4746	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	1	1	535	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Arabidopsis thaliana_PRJNA750934	Arabidopsis thaliana	not explicitly recorded	missing	celltype_after	17165	17165	0	0.0	True	readable	candidate_include	True	passes_provisional_panel_gates	6	6	6084	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	candidate_include	True	passes_provisional_panel_gates	2	2	1753	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Arabidopsis thaliana_PRJNA754157	Arabidopsis thaliana	not explicitly recorded	missing	celltype_after	10700	10228	472	0.04411214953271028	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	1	1	1287	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Arabidopsis thaliana_PRJNA764868	Arabidopsis thaliana	not explicitly recorded	missing	celltype_after	29883	23105	6778	0.22681792323394573	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	candidate_include	True	passes_provisional_panel_gates	4	4	18651	candidate_include	True	passes_provisional_panel_gates	3	2	3421	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Arabidopsis thaliana_PRJNA796288	Arabidopsis thaliana	not explicitly recorded	missing	celltype_after	36093	23756	12337	0.34181143157953064	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	1	1	6254	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Arabidopsis thaliana_PRJNA814870	Arabidopsis thaliana	not explicitly recorded	missing	celltype_after	149174	59944	89230	0.5981605373590572	True	readable	candidate_include	True	passes_provisional_panel_gates	5	5	28834	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	candidate_include	True	passes_provisional_panel_gates	4	4	21487	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Arabidopsis thaliana_PRJNA835893	Arabidopsis thaliana	not explicitly recorded	missing	celltype_after	102921	78288	24633	0.2393389104264436	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Arabidopsis thaliana_PRJNA857332	Arabidopsis thaliana	not explicitly recorded	missing	celltype_after	38504	14203	24301	0.6311292333264077	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	candidate_include	True	passes_provisional_panel_gates	2	2	5200	exclude	False	fewer_than_two_candidate_labels_with_100_cells	1	1	317	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Arabidopsis thaliana_PRJNA881949	Arabidopsis thaliana	not explicitly recorded	missing	celltype_after	21339	12022	9317	0.43661839823796805	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	candidate_include	True	passes_provisional_panel_gates	2	2	10342	candidate_include	True	passes_provisional_panel_gates	2	2	571	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Arabidopsis thaliana_PRJNA941845	Arabidopsis thaliana	not explicitly recorded	missing	celltype_after	57462	22641	34821	0.6059830844732171	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	candidate_include	True	passes_provisional_panel_gates	3	3	22641	exclude	False	fewer_than_two_candidate_labels_with_100_cells	1	1	3618	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Arabidopsis thaliana_PRJNA945828	Arabidopsis thaliana	not explicitly recorded	missing	celltype_after	3788	812	2976	0.7856388595564942	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Arabidopsis thaliana_PRJNA995336	Arabidopsis thaliana	not explicitly recorded	missing	celltype_after	38379	13973	24406	0.635920685791709	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	candidate_include	True	passes_provisional_panel_gates	4	4	12454	exclude	False	fewer_than_two_candidate_labels_with_100_cells	1	1	362	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Bombax ceiba_PRJNA850395	Bombax ceiba	not explicitly recorded	missing	celltype_after	13158	1496	11662	0.8863049095607235	True	readable	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	0	0	0	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Brassica rapa_PRJCA009630	Brassica rapa	not explicitly recorded	missing	celltype_after	22021	14753	7268	0.33004858998228964	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	candidate_include	True	passes_provisional_panel_gates	4	4	12689	exclude	False	fewer_than_two_candidate_labels_with_100_cells	2	1	240	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Catharanthus roseus_PRJNA759937	Catharanthus roseus	not explicitly recorded	missing	celltype_after	41392	25570	15822	0.38224777734827986	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	candidate_include	True	passes_provisional_panel_gates	4	4	24971	exclude	False	fewer_than_two_candidate_labels_with_100_cells	1	1	1648	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Catharanthus roseus_PRJNA847226_Leaf	Catharanthus roseus	leaf	recorded	celltype_after	9833	8798	1035	0.10525780534933388	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	candidate_include	True	passes_provisional_panel_gates	4	3	8449	candidate_include	True	passes_provisional_panel_gates	2	2	1529	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Catharanthus roseus_PRJNA847226_Root	Catharanthus roseus	root	recorded	celltype_after	1347	1197	150	0.111358574610245	True	readable	candidate_include	True	passes_provisional_panel_gates	2	2	845	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Cynodon dactylon_PRJNA918429	Cynodon dactylon	not explicitly recorded	missing	celltype_after	9936	7516	2420	0.24355877616747182	True	readable	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	0	0	0	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Fragaria vesca_PRJCA006322	Fragaria vesca	not explicitly recorded	missing	celltype_after	47894	45917	1977	0.041278657034284044	True	readable	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	0	0	0	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Glycine max_GSE234864_Flower	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	9839	8234	1605	0.1631263339770302	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	1	1	162	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Glycine max_GSE234864_SeedCotyledon	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	13326	8097	5229	0.39239081494822153	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Glycine max_GSE234864_SeedHeart	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	19357	14455	4902	0.2532417213411169	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Glycine max_GSE234864_SeedMidMaturation	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	20580	7530	13050	0.6341107871720116	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Glycine max_GSE234864_Shoot	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	8244	5845	2399	0.29099951479864145	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	candidate_include	True	passes_provisional_panel_gates	2	2	1023	candidate_include	True	passes_provisional_panel_gates	2	2	1219	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Glycine max_GSE234864_TrifoliateLeaf	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	14925	12366	2559	0.1714572864321608	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	candidate_include	True	passes_provisional_panel_gates	5	5	9723	candidate_include	True	passes_provisional_panel_gates	2	2	1332	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Glycine max_GSE234864_TrueLeaf	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	11229	9487	1742	0.1551340279633093	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	candidate_include	True	passes_provisional_panel_gates	5	5	8927	candidate_include	True	passes_provisional_panel_gates	2	2	844	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Glycine max_PRJCA009893	Glycine max	not explicitly recorded	missing	celltype_after	26712	15551	11161	0.41782719377059	True	readable	candidate_include	True	passes_provisional_panel_gates	2	2	11662	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	1	1	3359	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Glycine max_PRJNA1124403_CSseed	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	23227	12783	10444	0.44964911525379947	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Glycine max_PRJNA1124403_GSseed	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	28042	21572	6470	0.2307253405605877	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Glycine max_PRJNA1124403_HSseed	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	36857	28773	8084	0.2193341834658274	True	readable	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Glycine max_PRJNA1124403_Nodule	Glycine max	not explicitly recorded	candidate_from_dataset_id	celltype_after	9083	4562	4521	0.49774303644170426	True	readable	candidate_include	True	passes_provisional_panel_gates	3	2	3392	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	candidate_include	True	passes_provisional_panel_gates	3	3	1710	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
Glycine max_PRJNA1124403_Root	Glycine max	root	recorded	celltype_after	25694	11972	13722	0.5340546431073402	True	readable	candidate_include	True	passes_provisional_panel_gates	6	6	9733	exclude	False	fewer_than_two_candidate_labels_with_100_cells	0	0	0	candidate_include	True	passes_provisional_panel_gates	2	2	2239	/data/datasets/Bioinformatics/audit_20260910/audit_datasets.csv;/workspace/projects/PhyloOpenCell/metadata/dataset_manifest.tsv	c55fc29b9bd86f3795557a79faa9b58b390b4d7f43fea62c7263c35efa82e9d7;74218fbeb25ed470fd9ee6802a7c08ab3c5a4124abb092fd7d34f3cf7f683b35	audit_20260910+dataset_manifest_v1			direct_source_object_path_and_sha256_not_available_in_manuscript_evidence_v1
