record_id	validation_stage	source_table	species	cohort	contrast_id	panel	coarse_label	role	endpoint_status	eligibility	record_scope	replicate	record_type	comparator	estimand	mapped_orthogroups	positive_cells	negative_cells	auroc	auroc_lower_95	auroc_upper_95	average_precision	ap_lower_95	ap_upper_95	smd	smd_lower_95	smd_upper_95	empirical_p	positive_replicate_directions	required_positive_replicate_directions	single_gene_auroc	family_minus_single_auroc	estimate	lower_95	upper_95	interval_type	bootstrap_n	random_programs	random_auc_median	random_auc_q95	exclusion_reason	note	source_path	source_sha256	provenance_version	gap_flags
control_comparator_12	prospective_controls_v1_1	figure4_controls_comparators.tsv	esa		gse268881_esa_xylem	vascular	xylem				R2	R2	method	mapped_member_program			103	7545	0.919370508341536	0.88188836238234	0.951745160107317	0.523768301288762			1.76894358038013											conditional_stratified_cell_bootstrap_percentile							method_comparison_by_replicate.tsv;conditional_bootstrap_intervals.tsv	9bb6a7d91aafe6ec9af08ac4722e4111424b653c44443467524b0757b2c30a13;e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_validation_v1_1	
control_comparator_13	prospective_controls_v1_1	figure4_controls_comparators.tsv	esa		gse268881_esa_xylem	vascular	xylem				R1	R1	method	single_gene			118	7615	0.832310226248372	0.789668751460654	0.870540024705922	0.326532647638835			1.23917421824707											conditional_stratified_cell_bootstrap_percentile							method_comparison_by_replicate.tsv;conditional_bootstrap_intervals.tsv	9bb6a7d91aafe6ec9af08ac4722e4111424b653c44443467524b0757b2c30a13;e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_validation_v1_1	
control_comparator_14	prospective_controls_v1_1	figure4_controls_comparators.tsv	esa		gse268881_esa_xylem	vascular	xylem				R2	R2	method	single_gene			103	7545	0.893552600256069	0.849570537937424	0.931078641420088	0.533163425545876			1.65269930606854											conditional_stratified_cell_bootstrap_percentile							method_comparison_by_replicate.tsv;conditional_bootstrap_intervals.tsv	9bb6a7d91aafe6ec9af08ac4722e4111424b653c44443467524b0757b2c30a13;e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_validation_v1_1	
control_comparator_15	prospective_controls_v1_1	figure4_controls_comparators.tsv	esa		gse268881_esa_xylem	vascular	xylem				R1	R1	method	anti_circular			118	7615	0.87608978710618			0.282289679264023			1.36197332514783																		method_comparison_by_replicate.tsv;conditional_bootstrap_intervals.tsv	9bb6a7d91aafe6ec9af08ac4722e4111424b653c44443467524b0757b2c30a13;e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_validation_v1_1	
control_comparator_16	prospective_controls_v1_1	figure4_controls_comparators.tsv	esa		gse268881_esa_xylem	vascular	xylem				R2	R2	method	anti_circular			103	7545	0.908270763766913			0.469653244800051			1.72623124973457																		method_comparison_by_replicate.tsv;conditional_bootstrap_intervals.tsv	9bb6a7d91aafe6ec9af08ac4722e4111424b653c44443467524b0757b2c30a13;e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_validation_v1_1	
control_comparator_17	prospective_controls_v1_1	figure4_controls_comparators.tsv	esa		gse268881_esa_xylem	vascular	xylem				R1	R1	method	phloem_off_target			118	7615	0.516305908276484			0.0148888910741744			-0.0182531595292461																		method_comparison_by_replicate.tsv;conditional_bootstrap_intervals.tsv	9bb6a7d91aafe6ec9af08ac4722e4111424b653c44443467524b0757b2c30a13;e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_validation_v1_1	
control_comparator_18	prospective_controls_v1_1	figure4_controls_comparators.tsv	esa		gse268881_esa_xylem	vascular	xylem				R2	R2	method	phloem_off_target			103	7545	0.466422178900706			0.0114441720164617			-0.173834522396713																		method_comparison_by_replicate.tsv;conditional_bootstrap_intervals.tsv	9bb6a7d91aafe6ec9af08ac4722e4111424b653c44443467524b0757b2c30a13;e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_validation_v1_1	
control_comparator_19	prospective_controls_v1_1	figure4_controls_comparators.tsv	esa		gse268881_esa_xylem	vascular	xylem				R1	R1	method	equal_weight			118	7615	0.879080650366694			0.323682802716803			1.56201153499104																		method_comparison_by_replicate.tsv;conditional_bootstrap_intervals.tsv	9bb6a7d91aafe6ec9af08ac4722e4111424b653c44443467524b0757b2c30a13;e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_validation_v1_1	
control_comparator_20	prospective_controls_v1_1	figure4_controls_comparators.tsv	esa		gse268881_esa_xylem	vascular	xylem				R2	R2	method	equal_weight			103	7545	0.920497725620388			0.614475706445361			2.0127058066187																		method_comparison_by_replicate.tsv;conditional_bootstrap_intervals.tsv	9bb6a7d91aafe6ec9af08ac4722e4111424b653c44443467524b0757b2c30a13;e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_validation_v1_1	
control_comparator_21	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				R1	R1	method	mapped_member_program			106	9694	0.914855911651245	0.873527281512392	0.950122182170648	0.616376003697104			1.62558103512988											conditional_stratified_cell_bootstrap_percentile							method_comparison_by_replicate.tsv;conditional_bootstrap_intervals.tsv	9bb6a7d91aafe6ec9af08ac4722e4111424b653c44443467524b0757b2c30a13;e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_validation_v1_1	
control_comparator_22	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				R2	R2	method	mapped_member_program			118	7981	0.936525625479157	0.904762064670542	0.964878025989692	0.741845163332945			2.02696052199159											conditional_stratified_cell_bootstrap_percentile							method_comparison_by_replicate.tsv;conditional_bootstrap_intervals.tsv	9bb6a7d91aafe6ec9af08ac4722e4111424b653c44443467524b0757b2c30a13;e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_validation_v1_1	
control_comparator_23	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				R1	R1	method	single_gene			106	9694	0.912697408628562	0.873997714497589	0.945659820215578	0.654837941229162			1.5837606672761											conditional_stratified_cell_bootstrap_percentile							method_comparison_by_replicate.tsv;conditional_bootstrap_intervals.tsv	9bb6a7d91aafe6ec9af08ac4722e4111424b653c44443467524b0757b2c30a13;e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_validation_v1_1	
control_comparator_24	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				R2	R2	method	single_gene			118	7981	0.950310483160217	0.924941890591851	0.973319393092493	0.781770926909716			1.99203825950125											conditional_stratified_cell_bootstrap_percentile							method_comparison_by_replicate.tsv;conditional_bootstrap_intervals.tsv	9bb6a7d91aafe6ec9af08ac4722e4111424b653c44443467524b0757b2c30a13;e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_validation_v1_1	
control_comparator_25	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				R1	R1	method	anti_circular			106	9694	0.906686104223192			0.573695666613172			1.58964437389589																		method_comparison_by_replicate.tsv;conditional_bootstrap_intervals.tsv	9bb6a7d91aafe6ec9af08ac4722e4111424b653c44443467524b0757b2c30a13;e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_validation_v1_1	
control_comparator_26	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				R2	R2	method	anti_circular			118	7981	0.933709084499415			0.708665456803312			2.01755377683559																		method_comparison_by_replicate.tsv;conditional_bootstrap_intervals.tsv	9bb6a7d91aafe6ec9af08ac4722e4111424b653c44443467524b0757b2c30a13;e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_validation_v1_1	
control_comparator_27	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				R1	R1	method	phloem_off_target			106	9694	0.476340159834327			0.00956208180812353			-0.113138289024286																		method_comparison_by_replicate.tsv;conditional_bootstrap_intervals.tsv	9bb6a7d91aafe6ec9af08ac4722e4111424b653c44443467524b0757b2c30a13;e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_validation_v1_1	
control_comparator_28	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				R2	R2	method	phloem_off_target			118	7981	0.396051321040012			0.010991787683617			-0.383376394298122																		method_comparison_by_replicate.tsv;conditional_bootstrap_intervals.tsv	9bb6a7d91aafe6ec9af08ac4722e4111424b653c44443467524b0757b2c30a13;e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_validation_v1_1	
control_comparator_29	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				R1	R1	method	equal_weight			106	9694	0.907766328909927			0.610553753874211			1.79665660619463																		method_comparison_by_replicate.tsv;conditional_bootstrap_intervals.tsv	9bb6a7d91aafe6ec9af08ac4722e4111424b653c44443467524b0757b2c30a13;e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_validation_v1_1	
control_comparator_30	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				R2	R2	method	equal_weight			118	7981	0.941014570622177			0.728698071314271			2.25014093043962																		method_comparison_by_replicate.tsv;conditional_bootstrap_intervals.tsv	9bb6a7d91aafe6ec9af08ac4722e4111424b653c44443467524b0757b2c30a13;e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_validation_v1_1	
control_comparator_31	prospective_controls_v1_1	figure4_controls_comparators.tsv	esa		gse268881_esa_xylem	vascular	xylem				pooled		random_null	random_program_null														0.00199600798403194										500	0.49771069377619104	0.5772743302212301		Median and q95 recomputed from 500 frozen draws using R-compatible type-7 quantiles	validation_summary.tsv;random_program_draws.tsv	ddbf41e4f41ca573baab5f53a53116731b614001fe040794f77e9d97df499447;b056d36388c903f1e1d26b5ed5b9d03dfd3bd2f04651affef3608f070da01b90	gse268881_root_xylem_validation_v1_1	pooled_summary_record_not_replicate_level
control_comparator_32	prospective_controls_v1_1	figure4_controls_comparators.tsv	esa		gse268881_esa_xylem	vascular	xylem				pooled		paired_difference	complete_minus_single	delta_auc																		0.0360656765243138	0.0166474684809991	0.0565799496173545	conditional_stratified_cell_bootstrap_percentile	2000						conditional_bootstrap_intervals.tsv	e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_uncertainty_v1	pooled_summary_record_not_replicate_level
control_comparator_33	prospective_controls_v1_1	figure4_controls_comparators.tsv	esa		gse268881_esa_xylem	vascular	xylem				pooled		paired_difference	complete_minus_single	delta_ap																		-0.0213620881136578	-0.060394348574666	0.0166000427762016	conditional_stratified_cell_bootstrap_percentile	2000						conditional_bootstrap_intervals.tsv	e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_uncertainty_v1	pooled_summary_record_not_replicate_level
control_comparator_34	prospective_controls_v1_1	figure4_controls_comparators.tsv	esa		gse268881_esa_xylem	vascular	xylem				pooled		paired_difference	complete_minus_single	delta_smd																		0.113218579114807	0.0202917495795764	0.21084875299014	conditional_stratified_cell_bootstrap_percentile	2000						conditional_bootstrap_intervals.tsv	e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_uncertainty_v1	pooled_summary_record_not_replicate_level
control_comparator_35	prospective_controls_v1_1	figure4_controls_comparators.tsv	esa		gse268881_esa_xylem	vascular	xylem				R1	R1	paired_difference	complete_minus_single	delta_auc																		0.0456770201542451	0.0168792637190202	0.0787789487741634	conditional_stratified_cell_bootstrap_percentile	2000						conditional_bootstrap_intervals.tsv	e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_uncertainty_v1	
control_comparator_36	prospective_controls_v1_1	figure4_controls_comparators.tsv	esa		gse268881_esa_xylem	vascular	xylem				R1	R1	paired_difference	complete_minus_single	delta_ap																		-0.0309282076537567	-0.0908471931122688	0.0292144913430246	conditional_stratified_cell_bootstrap_percentile	2000						conditional_bootstrap_intervals.tsv	e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_uncertainty_v1	
control_comparator_37	prospective_controls_v1_1	figure4_controls_comparators.tsv	esa		gse268881_esa_xylem	vascular	xylem				R1	R1	paired_difference	complete_minus_single	delta_smd																		0.127787802046626	-0.0103051268576685	0.271144057663143	conditional_stratified_cell_bootstrap_percentile	2000						conditional_bootstrap_intervals.tsv	e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_uncertainty_v1	
control_comparator_38	prospective_controls_v1_1	figure4_controls_comparators.tsv	esa		gse268881_esa_xylem	vascular	xylem				R2	R2	paired_difference	complete_minus_single	delta_auc																		0.0258179080854678	0.00477415442619364	0.0501067542962292	conditional_stratified_cell_bootstrap_percentile	2000						conditional_bootstrap_intervals.tsv	e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_uncertainty_v1	
control_comparator_39	prospective_controls_v1_1	figure4_controls_comparators.tsv	esa		gse268881_esa_xylem	vascular	xylem				R2	R2	paired_difference	complete_minus_single	delta_ap																		-0.00939512425711431	-0.06117368954345	0.0457198698075439	conditional_stratified_cell_bootstrap_percentile	2000						conditional_bootstrap_intervals.tsv	e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_uncertainty_v1	
control_comparator_40	prospective_controls_v1_1	figure4_controls_comparators.tsv	esa		gse268881_esa_xylem	vascular	xylem				R2	R2	paired_difference	complete_minus_single	delta_smd																		0.116244274311592	-0.0162946776453892	0.286894786926698	conditional_stratified_cell_bootstrap_percentile	2000						conditional_bootstrap_intervals.tsv	e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_uncertainty_v1	
control_comparator_41	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				pooled		random_null	random_program_null														0.00199600798403194										500	0.49855879975752704	0.6023192122145886		Median and q95 recomputed from 500 frozen draws using R-compatible type-7 quantiles	validation_summary.tsv;random_program_draws.tsv	ddbf41e4f41ca573baab5f53a53116731b614001fe040794f77e9d97df499447;b056d36388c903f1e1d26b5ed5b9d03dfd3bd2f04651affef3608f070da01b90	gse268881_root_xylem_validation_v1_1	pooled_summary_record_not_replicate_level
control_comparator_42	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				pooled		paired_difference	complete_minus_single	delta_auc																		-0.00578349161446756	-0.0149146260608204	0.00415010608203679	conditional_stratified_cell_bootstrap_percentile	2000						conditional_bootstrap_intervals.tsv	e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_uncertainty_v1	pooled_summary_record_not_replicate_level
control_comparator_43	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				pooled		paired_difference	complete_minus_single	delta_ap																		-0.0427996412909959	-0.0709598250101498	-0.0164345448516589	conditional_stratified_cell_bootstrap_percentile	2000						conditional_bootstrap_intervals.tsv	e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_uncertainty_v1	pooled_summary_record_not_replicate_level
control_comparator_44	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				pooled		paired_difference	complete_minus_single	delta_smd																		0.0434939994239283	-0.0112319139261428	0.108969228645484	conditional_stratified_cell_bootstrap_percentile	2000						conditional_bootstrap_intervals.tsv	e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_uncertainty_v1	pooled_summary_record_not_replicate_level
control_comparator_45	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				R1	R1	paired_difference	complete_minus_single	delta_auc																		0.00215850302268283	-0.0126488106823516	0.0181798165369748	conditional_stratified_cell_bootstrap_percentile	2000						conditional_bootstrap_intervals.tsv	e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_uncertainty_v1	
control_comparator_46	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				R1	R1	paired_difference	complete_minus_single	delta_ap																		-0.0384619375320583	-0.0821178626797314	0.00851623623497716	conditional_stratified_cell_bootstrap_percentile	2000						conditional_bootstrap_intervals.tsv	e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_uncertainty_v1	
control_comparator_47	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				R1	R1	paired_difference	complete_minus_single	delta_smd																		0.0418203678537805	-0.0392670770833816	0.132861193749316	conditional_stratified_cell_bootstrap_percentile	2000						conditional_bootstrap_intervals.tsv	e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_uncertainty_v1	
control_comparator_48	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				R2	R2	paired_difference	complete_minus_single	delta_auc																		-0.0137848576810603	-0.0223366300047358	-0.00430089258599341	conditional_stratified_cell_bootstrap_percentile	2000						conditional_bootstrap_intervals.tsv	e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_uncertainty_v1	
control_comparator_49	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				R2	R2	paired_difference	complete_minus_single	delta_ap																		-0.0399257635767707	-0.0727260932348078	-0.00910511862571473	conditional_stratified_cell_bootstrap_percentile	2000						conditional_bootstrap_intervals.tsv	e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_uncertainty_v1	
control_comparator_50	prospective_controls_v1_1	figure4_controls_comparators.tsv	sir		gse268881_sir_xylem	vascular	xylem				R2	R2	paired_difference	complete_minus_single	delta_smd																		0.0349222624903467	-0.0504103432172319	0.13821065206829	conditional_stratified_cell_bootstrap_percentile	2000						conditional_bootstrap_intervals.tsv	e4b2c1029f5ef065609677ff34e26a344310b8f0bced08e5aa82b0bb38d13e75	gse268881_root_xylem_uncertainty_v1	
populus_phloem_method_01	first_independent_validation_v1	populus_phloem_frozen_result.tsv	Populus trichocarpa	PRJCA014789	populus_phloem_v1	vascular	phloem_lineage	primary	negative_nonreplication	eligible	pooled		method	mapped_member_program		17	580	3000	0.3207597701149425			0.11707265602368463			-0.6031846929660819			0.9740518962075848											0.5107165229885058	0.5588897413793101		The frozen Populus phloem endpoint did not replicate; cell-level metrics are descriptive and do not support causal function or paralog substitution.	validation_summary.tsv;method_comparison.tsv	ddac536cf6ba98493c359a4c6b7cded037dcdd428b877e255e07eb6a623a5e97;1a731e264414201e2fe6825f7e318d7159f11dc123615694ebc8412eeb120707	independent_program_validation_v1	
populus_phloem_method_02	first_independent_validation_v1	populus_phloem_frozen_result.tsv	Populus trichocarpa	PRJCA014789	populus_phloem_v1	vascular	phloem_lineage	primary	negative_nonreplication	eligible	pooled		method	target_species_single_gene		3	580	3000	0.4036729885057472			0.1489381907392933			-0.44714350571509237														0.5107165229885058	0.5588897413793101		The frozen Populus phloem endpoint did not replicate; cell-level metrics are descriptive and do not support causal function or paralog substitution.	validation_summary.tsv;method_comparison.tsv	ddac536cf6ba98493c359a4c6b7cded037dcdd428b877e255e07eb6a623a5e97;1a731e264414201e2fe6825f7e318d7159f11dc123615694ebc8412eeb120707	independent_program_validation_v1	
populus_phloem_method_03	first_independent_validation_v1	populus_phloem_frozen_result.tsv	Populus trichocarpa	PRJCA014789	populus_phloem_v1	vascular	phloem_lineage	primary	negative_nonreplication	eligible	pooled		method	strict_single_copy_across_supporting_species		0	580	3000																					0.5107165229885058	0.5588897413793101		The frozen Populus phloem endpoint did not replicate; cell-level metrics are descriptive and do not support causal function or paralog substitution.	validation_summary.tsv;method_comparison.tsv	ddac536cf6ba98493c359a4c6b7cded037dcdd428b877e255e07eb6a623a5e97;1a731e264414201e2fe6825f7e318d7159f11dc123615694ebc8412eeb120707	independent_program_validation_v1	strict_single_copy_program_empty_zero_eligible_orthogroups_metrics_not_computable
