dataset_id	accession	species	panel	tissue	feature_namespace	total_features	gene_mapped_features	mapped_features	mapping_fraction	mapping_fraction_recomputed	fraction_absolute_difference	reference_version	bridge_version	discovery_eligibility	eligibility_reason	matrix_layer	matrix_type	expression_dtype	source_h5ad_path	source_annotation_path	source_annotation_sha256	mapping_source_path	mapping_source_sha256	missing_value_reason
Arabidopsis thaliana_CNP0002469	CNP0002469	Arabidopsis thaliana	leaf		standardized H5AD var_names mapped to species reference-gene candidates	19242	18718	17641	0.9167965907909781	0.9167965907909781	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	official_source_metadata_not_resolved	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0002469.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_CNP0002469.anno.csv	b44f2e893dc17352c808e2270bb3c14869e95c6ec63b04221e42947f4fe56b2e	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_CNP0002469	CNP0002469	Arabidopsis thaliana	root		standardized H5AD var_names mapped to species reference-gene candidates	19242	18718	17641	0.9167965907909781	0.9167965907909781	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	official_source_metadata_not_resolved;fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0002469.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_CNP0002469.anno.csv	b44f2e893dc17352c808e2270bb3c14869e95c6ec63b04221e42947f4fe56b2e	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_CNP0002469	CNP0002469	Arabidopsis thaliana	vascular		standardized H5AD var_names mapped to species reference-gene candidates	19242	18718	17641	0.9167965907909781	0.9167965907909781	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	official_source_metadata_not_resolved	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0002469.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_CNP0002469.anno.csv	b44f2e893dc17352c808e2270bb3c14869e95c6ec63b04221e42947f4fe56b2e	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_CNP0004389	CNP0004389	Arabidopsis thaliana	leaf		standardized H5AD var_names mapped to species reference-gene candidates	25416						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;official_source_metadata_not_resolved;fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0004389.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_CNP0004389.anno.csv	01ed111cb6c0caf566b46cfc48b2a9639c7a61d446b04cf6b950b6d641fc66ca	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Arabidopsis thaliana_CNP0004389	CNP0004389	Arabidopsis thaliana	root		standardized H5AD var_names mapped to species reference-gene candidates	25416						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;official_source_metadata_not_resolved;fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0004389.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_CNP0004389.anno.csv	01ed111cb6c0caf566b46cfc48b2a9639c7a61d446b04cf6b950b6d641fc66ca	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Arabidopsis thaliana_CNP0004389	CNP0004389	Arabidopsis thaliana	vascular		standardized H5AD var_names mapped to species reference-gene candidates	25416						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;official_source_metadata_not_resolved;fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0004389.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_CNP0004389.anno.csv	01ed111cb6c0caf566b46cfc48b2a9639c7a61d446b04cf6b950b6d641fc66ca	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Arabidopsis thaliana_EMTAB11006	E-MTAB-11006	Arabidopsis thaliana	leaf		standardized H5AD var_names mapped to species reference-gene candidates	3552	3523	3388	0.9538288288288288	0.9538288288288288	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	eligible	passes_provisional_panel_gates	X	scaled_continuous;dense	float32	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB11006.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_EMTAB11006.anno.csv	bdc6493acac503b7e79a3227d8fc795304aed6dda9e9b0879d3da33a12ce9a59	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_EMTAB11006	E-MTAB-11006	Arabidopsis thaliana	root		standardized H5AD var_names mapped to species reference-gene candidates	3552	3523	3388	0.9538288288288288	0.9538288288288288	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	scaled_continuous;dense	float32	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB11006.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_EMTAB11006.anno.csv	bdc6493acac503b7e79a3227d8fc795304aed6dda9e9b0879d3da33a12ce9a59	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_EMTAB11006	E-MTAB-11006	Arabidopsis thaliana	vascular		standardized H5AD var_names mapped to species reference-gene candidates	3552	3523	3388	0.9538288288288288	0.9538288288288288	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	scaled_continuous;dense	float32	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB11006.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_EMTAB11006.anno.csv	bdc6493acac503b7e79a3227d8fc795304aed6dda9e9b0879d3da33a12ce9a59	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_EMTAB12532	E-MTAB-12532	Arabidopsis thaliana	leaf		standardized H5AD var_names mapped to species reference-gene candidates	22799	22799	20345	0.8923637001622878	0.8923637001622878	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB12532.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_EMTAB12532.anno.csv	ee8f1e637d0c59a1491e697af352c95121c05a947125bc9b6f24ef62c7496ef9	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_EMTAB12532	E-MTAB-12532	Arabidopsis thaliana	root		standardized H5AD var_names mapped to species reference-gene candidates	22799	22799	20345	0.8923637001622878	0.8923637001622878	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB12532.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_EMTAB12532.anno.csv	ee8f1e637d0c59a1491e697af352c95121c05a947125bc9b6f24ef62c7496ef9	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_EMTAB12532	E-MTAB-12532	Arabidopsis thaliana	vascular		standardized H5AD var_names mapped to species reference-gene candidates	22799	22799	20345	0.8923637001622878	0.8923637001622878	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB12532.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_EMTAB12532.anno.csv	ee8f1e637d0c59a1491e697af352c95121c05a947125bc9b6f24ef62c7496ef9	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_EMTAB9174	E-MTAB-9174	Arabidopsis thaliana	leaf	not explicitly recorded in source; annotation labels include flower meristem and anther	standardized H5AD var_names mapped to species reference-gene candidates	2000	1898	1719	0.8595	0.8595	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	scaled_continuous;dense	float32	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB9174.h5ad	data_raw/Arabidopsis thaliana_EMTAB9174.anno.csv	8628cc6ce7ad97fb875f69ff835331e8aaac009049db69a7a3a99b00e0a8cc46	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_EMTAB9174	E-MTAB-9174	Arabidopsis thaliana	root	not explicitly recorded in source; annotation labels include flower meristem and anther	standardized H5AD var_names mapped to species reference-gene candidates	2000	1898	1719	0.8595	0.8595	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	scaled_continuous;dense	float32	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB9174.h5ad	data_raw/Arabidopsis thaliana_EMTAB9174.anno.csv	8628cc6ce7ad97fb875f69ff835331e8aaac009049db69a7a3a99b00e0a8cc46	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_EMTAB9174	E-MTAB-9174	Arabidopsis thaliana	vascular	not explicitly recorded in source; annotation labels include flower meristem and anther	standardized H5AD var_names mapped to species reference-gene candidates	2000	1898	1719	0.8595	0.8595	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	scaled_continuous;dense	float32	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB9174.h5ad	data_raw/Arabidopsis thaliana_EMTAB9174.anno.csv	8628cc6ce7ad97fb875f69ff835331e8aaac009049db69a7a3a99b00e0a8cc46	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_PRJCA003094	PRJCA003094	Arabidopsis thaliana	leaf		standardized H5AD var_names mapped to species reference-gene candidates	34220						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA003094.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_PRJCA003094.anno.csv	79ecd7b76c9b8d7d10c81eb37b5ecd1b93c22398e37c04ec23996e5c488c45e3	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Arabidopsis thaliana_PRJCA003094	PRJCA003094	Arabidopsis thaliana	root		standardized H5AD var_names mapped to species reference-gene candidates	34220						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA003094.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_PRJCA003094.anno.csv	79ecd7b76c9b8d7d10c81eb37b5ecd1b93c22398e37c04ec23996e5c488c45e3	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Arabidopsis thaliana_PRJCA003094	PRJCA003094	Arabidopsis thaliana	vascular		standardized H5AD var_names mapped to species reference-gene candidates	34220						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA003094.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_PRJCA003094.anno.csv	79ecd7b76c9b8d7d10c81eb37b5ecd1b93c22398e37c04ec23996e5c488c45e3	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Arabidopsis thaliana_PRJCA016521_Root	PRJCA016521	Arabidopsis thaliana	leaf	root	standardized H5AD var_names mapped to species reference-gene candidates	24756	24756	21649	0.8744950719017612	0.8744950719017612	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA016521_Root.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_PRJCA016521_Root.anno.csv	8b924a9e375ea3a2dca5f4ea0d68e73e31fe1f87d1c1d231afbbe933d0d845d2	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_PRJCA016521_Root	PRJCA016521	Arabidopsis thaliana	root	root	standardized H5AD var_names mapped to species reference-gene candidates	24756	24756	21649	0.8744950719017612	0.8744950719017612	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	eligible	passes_provisional_panel_gates	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA016521_Root.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_PRJCA016521_Root.anno.csv	8b924a9e375ea3a2dca5f4ea0d68e73e31fe1f87d1c1d231afbbe933d0d845d2	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_PRJCA016521_Root	PRJCA016521	Arabidopsis thaliana	vascular	root	standardized H5AD var_names mapped to species reference-gene candidates	24756	24756	21649	0.8744950719017612	0.8744950719017612	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	eligible	passes_provisional_panel_gates	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA016521_Root.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_PRJCA016521_Root.anno.csv	8b924a9e375ea3a2dca5f4ea0d68e73e31fe1f87d1c1d231afbbe933d0d845d2	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_PRJCA016521_Shoot	PRJCA016521	Arabidopsis thaliana	leaf	shoot	standardized H5AD var_names mapped to species reference-gene candidates	24669	24669	21581	0.8748226519113057	0.8748226519113057	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA016521_Shoot.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_PRJCA016521_Shoot.anno.csv	892eab5ad576f0cd3a451ad9105863b557a91344c591f4ae1f5e3c04ea4aed9c	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_PRJCA016521_Shoot	PRJCA016521	Arabidopsis thaliana	root	shoot	standardized H5AD var_names mapped to species reference-gene candidates	24669	24669	21581	0.8748226519113057	0.8748226519113057	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA016521_Shoot.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_PRJCA016521_Shoot.anno.csv	892eab5ad576f0cd3a451ad9105863b557a91344c591f4ae1f5e3c04ea4aed9c	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_PRJCA016521_Shoot	PRJCA016521	Arabidopsis thaliana	vascular	shoot	standardized H5AD var_names mapped to species reference-gene candidates	24669	24669	21581	0.8748226519113057	0.8748226519113057	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	eligible	passes_provisional_panel_gates	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA016521_Shoot.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_PRJCA016521_Shoot.anno.csv	892eab5ad576f0cd3a451ad9105863b557a91344c591f4ae1f5e3c04ea4aed9c	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_PRJCA021408_Root	PRJCA021408	Arabidopsis thaliana	leaf	root	standardized H5AD var_names mapped to species reference-gene candidates	25102	25102	21616	0.8611266034578918	0.8611266034578918	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA021408_Root.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_PRJCA021408_Root.anno.csv	680c2896847d0c524dbe4e771098e35f2398a3e39f67498e9fa51610341ccbc3	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_PRJCA021408_Root	PRJCA021408	Arabidopsis thaliana	root	root	standardized H5AD var_names mapped to species reference-gene candidates	25102	25102	21616	0.8611266034578918	0.8611266034578918	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	eligible	passes_provisional_panel_gates	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA021408_Root.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_PRJCA021408_Root.anno.csv	680c2896847d0c524dbe4e771098e35f2398a3e39f67498e9fa51610341ccbc3	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Arabidopsis thaliana_PRJCA021408_Root	PRJCA021408	Arabidopsis thaliana	vascular	root	standardized H5AD var_names mapped to species reference-gene candidates	25102	25102	21616	0.8611266034578918	0.8611266034578918	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_PRJCA021408_Root.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Arabidopsis thaliana_PRJCA021408_Root.anno.csv	680c2896847d0c524dbe4e771098e35f2398a3e39f67498e9fa51610341ccbc3	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
