dataset_id	accession	species	panel	tissue	feature_namespace	total_features	gene_mapped_features	mapped_features	mapping_fraction	mapping_fraction_recomputed	fraction_absolute_difference	reference_version	bridge_version	discovery_eligibility	eligibility_reason	matrix_layer	matrix_type	expression_dtype	source_h5ad_path	source_annotation_path	source_annotation_sha256	mapping_source_path	mapping_source_sha256	missing_value_reason
Glycine max_GSE234864_Shoot	not explicitly recorded	Glycine max	root	shoot	standardized H5AD var_names mapped to species reference-gene candidates	41682	41299	37136	0.8909361355021352	0.8909361355021352	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_Shoot.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_GSE234864_Shoot.anno.csv	f4b8e26c66c19b392d8ddacccf711dfdb07f33343bec0ae4b6e9a8e4996fb217	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_GSE234864_Shoot	not explicitly recorded	Glycine max	vascular	shoot	standardized H5AD var_names mapped to species reference-gene candidates	41682	41299	37136	0.8909361355021352	0.8909361355021352	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	eligible	passes_provisional_panel_gates	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_Shoot.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_GSE234864_Shoot.anno.csv	f4b8e26c66c19b392d8ddacccf711dfdb07f33343bec0ae4b6e9a8e4996fb217	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_GSE234864_TrifoliateLeaf	not explicitly recorded	Glycine max	leaf	leaf	standardized H5AD var_names mapped to species reference-gene candidates	39090	38757	34977	0.8947812739831159	0.8947812739831159	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	eligible	passes_provisional_panel_gates	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_TrifoliateLeaf.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_GSE234864_TrifoliateLeaf.anno.csv	92e2b51a455b86115058d30f863585fb60139d9c426c059d4c48885c557f880d	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_GSE234864_TrifoliateLeaf	not explicitly recorded	Glycine max	root	leaf	standardized H5AD var_names mapped to species reference-gene candidates	39090	38757	34977	0.8947812739831159	0.8947812739831159	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_TrifoliateLeaf.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_GSE234864_TrifoliateLeaf.anno.csv	92e2b51a455b86115058d30f863585fb60139d9c426c059d4c48885c557f880d	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_GSE234864_TrifoliateLeaf	not explicitly recorded	Glycine max	vascular	leaf	standardized H5AD var_names mapped to species reference-gene candidates	39090	38757	34977	0.8947812739831159	0.8947812739831159	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	eligible	passes_provisional_panel_gates	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_TrifoliateLeaf.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_GSE234864_TrifoliateLeaf.anno.csv	92e2b51a455b86115058d30f863585fb60139d9c426c059d4c48885c557f880d	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_GSE234864_TrueLeaf	not explicitly recorded	Glycine max	leaf	leaf	standardized H5AD var_names mapped to species reference-gene candidates	40140	39782	35811	0.8921524663677131	0.8921524663677131	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	eligible	passes_provisional_panel_gates	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_TrueLeaf.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_GSE234864_TrueLeaf.anno.csv	97dd22bc797d433786baecccbfb039fc54cbcc3a4b26e976f90333cf3a4c2786	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_GSE234864_TrueLeaf	not explicitly recorded	Glycine max	root	leaf	standardized H5AD var_names mapped to species reference-gene candidates	40140	39782	35811	0.8921524663677131	0.8921524663677131	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_TrueLeaf.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_GSE234864_TrueLeaf.anno.csv	97dd22bc797d433786baecccbfb039fc54cbcc3a4b26e976f90333cf3a4c2786	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_GSE234864_TrueLeaf	not explicitly recorded	Glycine max	vascular	leaf	standardized H5AD var_names mapped to species reference-gene candidates	40140	39782	35811	0.8921524663677131	0.8921524663677131	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	eligible	passes_provisional_panel_gates	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_GSE234864_TrueLeaf.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_GSE234864_TrueLeaf.anno.csv	97dd22bc797d433786baecccbfb039fc54cbcc3a4b26e976f90333cf3a4c2786	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJCA009893	PRJCA009893	Glycine max	leaf		standardized H5AD var_names mapped to species reference-gene candidates	39337	39337	35220	0.8953402648905611	0.8953402648905611	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJCA009893.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJCA009893.anno.csv	bd68a094e395d83fdd6c9bb9b5113c3e537b8de9a3d2b9ae9e18a0084b999282	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJCA009893	PRJCA009893	Glycine max	root		standardized H5AD var_names mapped to species reference-gene candidates	39337	39337	35220	0.8953402648905611	0.8953402648905611	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	eligible	passes_provisional_panel_gates	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJCA009893.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJCA009893.anno.csv	bd68a094e395d83fdd6c9bb9b5113c3e537b8de9a3d2b9ae9e18a0084b999282	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJCA009893	PRJCA009893	Glycine max	vascular		standardized H5AD var_names mapped to species reference-gene candidates	39337	39337	35220	0.8953402648905611	0.8953402648905611	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJCA009893.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJCA009893.anno.csv	bd68a094e395d83fdd6c9bb9b5113c3e537b8de9a3d2b9ae9e18a0084b999282	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJNA1124403_CSseed	PRJNA1124403	Glycine max	leaf	seed	standardized H5AD var_names mapped to species reference-gene candidates	44593	44061	38989	0.8743300518018523	0.8743300518018523	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJNA1124403_CSseed.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJNA1124403_CSseed.anno.csv	0c57a363d4e7036c549bfc38e8fe9eb0cebc3a686f2123c0bd3d36a10eab4b92	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJNA1124403_CSseed	PRJNA1124403	Glycine max	root	seed	standardized H5AD var_names mapped to species reference-gene candidates	44593	44061	38989	0.8743300518018523	0.8743300518018523	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJNA1124403_CSseed.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJNA1124403_CSseed.anno.csv	0c57a363d4e7036c549bfc38e8fe9eb0cebc3a686f2123c0bd3d36a10eab4b92	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJNA1124403_CSseed	PRJNA1124403	Glycine max	vascular	seed	standardized H5AD var_names mapped to species reference-gene candidates	44593	44061	38989	0.8743300518018523	0.8743300518018523	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJNA1124403_CSseed.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJNA1124403_CSseed.anno.csv	0c57a363d4e7036c549bfc38e8fe9eb0cebc3a686f2123c0bd3d36a10eab4b92	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJNA1124403_GSseed	PRJNA1124403	Glycine max	leaf	seed	standardized H5AD var_names mapped to species reference-gene candidates	44820	44327	39265	0.8760597947344936	0.8760597947344936	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJNA1124403_GSseed.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJNA1124403_GSseed.anno.csv	0c77523f1652219ae68158a34b3341ebbab932bf659f0ac45af5e67e63840868	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJNA1124403_GSseed	PRJNA1124403	Glycine max	root	seed	standardized H5AD var_names mapped to species reference-gene candidates	44820	44327	39265	0.8760597947344936	0.8760597947344936	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJNA1124403_GSseed.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJNA1124403_GSseed.anno.csv	0c77523f1652219ae68158a34b3341ebbab932bf659f0ac45af5e67e63840868	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJNA1124403_GSseed	PRJNA1124403	Glycine max	vascular	seed	standardized H5AD var_names mapped to species reference-gene candidates	44820	44327	39265	0.8760597947344936	0.8760597947344936	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJNA1124403_GSseed.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJNA1124403_GSseed.anno.csv	0c77523f1652219ae68158a34b3341ebbab932bf659f0ac45af5e67e63840868	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJNA1124403_HSseed	PRJNA1124403	Glycine max	leaf	seed	standardized H5AD var_names mapped to species reference-gene candidates	45841	45351	40110	0.8749809122837634	0.8749809122837634	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJNA1124403_HSseed.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJNA1124403_HSseed.anno.csv	5fe37a458c262b21cbb0730a3e4636fc9916031a6dbf4980fb216cf623ccfcfd	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJNA1124403_HSseed	PRJNA1124403	Glycine max	root	seed	standardized H5AD var_names mapped to species reference-gene candidates	45841	45351	40110	0.8749809122837634	0.8749809122837634	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJNA1124403_HSseed.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJNA1124403_HSseed.anno.csv	5fe37a458c262b21cbb0730a3e4636fc9916031a6dbf4980fb216cf623ccfcfd	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJNA1124403_HSseed	PRJNA1124403	Glycine max	vascular	seed	standardized H5AD var_names mapped to species reference-gene candidates	45841	45351	40110	0.8749809122837634	0.8749809122837634	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJNA1124403_HSseed.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJNA1124403_HSseed.anno.csv	5fe37a458c262b21cbb0730a3e4636fc9916031a6dbf4980fb216cf623ccfcfd	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJNA1124403_Nodule	PRJNA1124403	Glycine max	leaf	nodule	standardized H5AD var_names mapped to species reference-gene candidates	40536	40201	36262	0.8945628577067298	0.8945628577067298	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJNA1124403_Nodule.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJNA1124403_Nodule.anno.csv	fa1c2f07c7658c6e021b4f1dc41c9b76c2a97de55a21ccbc7a8dbc81573c78db	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJNA1124403_Nodule	PRJNA1124403	Glycine max	root	nodule	standardized H5AD var_names mapped to species reference-gene candidates	40536	40201	36262	0.8945628577067298	0.8945628577067298	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	eligible	passes_provisional_panel_gates	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJNA1124403_Nodule.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJNA1124403_Nodule.anno.csv	fa1c2f07c7658c6e021b4f1dc41c9b76c2a97de55a21ccbc7a8dbc81573c78db	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJNA1124403_Nodule	PRJNA1124403	Glycine max	vascular	nodule	standardized H5AD var_names mapped to species reference-gene candidates	40536	40201	36262	0.8945628577067298	0.8945628577067298	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	eligible	passes_provisional_panel_gates	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJNA1124403_Nodule.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJNA1124403_Nodule.anno.csv	fa1c2f07c7658c6e021b4f1dc41c9b76c2a97de55a21ccbc7a8dbc81573c78db	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJNA1124403_Root	PRJNA1124403	Glycine max	leaf	root	standardized H5AD var_names mapped to species reference-gene candidates	44184	43693	38991	0.8824687669744704	0.8824687669744704	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJNA1124403_Root.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJNA1124403_Root.anno.csv	095865f8270297ee8705c2ce145ac9533507d995b7ec1b56500592c4ef73c358	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJNA1124403_Root	PRJNA1124403	Glycine max	root	root	standardized H5AD var_names mapped to species reference-gene candidates	44184	43693	38991	0.8824687669744704	0.8824687669744704	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	eligible	passes_provisional_panel_gates	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJNA1124403_Root.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJNA1124403_Root.anno.csv	095865f8270297ee8705c2ce145ac9533507d995b7ec1b56500592c4ef73c358	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJNA1124403_Root	PRJNA1124403	Glycine max	vascular	root	standardized H5AD var_names mapped to species reference-gene candidates	44184	43693	38991	0.8824687669744704	0.8824687669744704	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	eligible	passes_provisional_panel_gates	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJNA1124403_Root.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJNA1124403_Root.anno.csv	095865f8270297ee8705c2ce145ac9533507d995b7ec1b56500592c4ef73c358	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJNA1124403_Stem	PRJNA1124403	Glycine max	leaf	stem	standardized H5AD var_names mapped to species reference-gene candidates	42816	42432	38113	0.8901578849028401	0.8901578849028401	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJNA1124403_Stem.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJNA1124403_Stem.anno.csv	e66ba5086d9af110563c8e6c8e1f30620debf0aa68d13516b4ed1a24dd742c96	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Glycine max_PRJNA1124403_Stem	PRJNA1124403	Glycine max	root	stem	standardized H5AD var_names mapped to species reference-gene candidates	42816	42432	38113	0.8901578849028401	0.8901578849028401	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Glycine max_PRJNA1124403_Stem.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Glycine max_PRJNA1124403_Stem.anno.csv	e66ba5086d9af110563c8e6c8e1f30620debf0aa68d13516b4ed1a24dd742c96	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
