record_id	dataset_id	accession	species	tissue	panel	source_label_field	source_label	ontology_id	governed_level	governed_label	parent_label	mapping_status	mapping_reason	cells_n	source_authority	source_path	source_hash	coverage_scope	gap_flags
Arabidopsis thaliana_CNP0002469|Leaf guard cell|leaf	Arabidopsis thaliana_CNP0002469	CNP0002469	Arabidopsis thaliana		leaf	cell_type_original	Leaf guard cell	PO:0025237	pilot_major_cell_family	epidermal_system	leaf	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; official_source_metadata_not_resolved	39828	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0002469.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	b44f2e893dc17352c808e2270bb3c14869e95c6ec63b04221e42947f4fe56b2e;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Arabidopsis thaliana_CNP0002469|Leaf lamina epidermis|leaf	Arabidopsis thaliana_CNP0002469	CNP0002469	Arabidopsis thaliana		leaf	cell_type_original	Leaf lamina epidermis	PO:0000047	pilot_major_cell_family	epidermal_system	leaf	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; official_source_metadata_not_resolved	6262	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0002469.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	b44f2e893dc17352c808e2270bb3c14869e95c6ec63b04221e42947f4fe56b2e;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Arabidopsis thaliana_CNP0002469|Leaf vascular system|leaf	Arabidopsis thaliana_CNP0002469	CNP0002469	Arabidopsis thaliana		leaf	cell_type_original	Leaf vascular system	PO:0000036	pilot_major_cell_family	vascular_system	leaf	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; official_source_metadata_not_resolved	675	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0002469.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	b44f2e893dc17352c808e2270bb3c14869e95c6ec63b04221e42947f4fe56b2e;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Arabidopsis thaliana_CNP0002469|Leaf vascular system|vascular	Arabidopsis thaliana_CNP0002469	CNP0002469	Arabidopsis thaliana		vascular	cell_type_original	Leaf vascular system	PO:0000036	pilot_major_cell_family	vascular_unspecified	vascular	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; official_source_metadata_not_resolved	675	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0002469.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	b44f2e893dc17352c808e2270bb3c14869e95c6ec63b04221e42947f4fe56b2e;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Arabidopsis thaliana_CNP0002469|Mesophyll cell|leaf	Arabidopsis thaliana_CNP0002469	CNP0002469	Arabidopsis thaliana		leaf	cell_type_original	Mesophyll cell	PO:0004006	pilot_major_cell_family	photosynthetic_ground_tissue	leaf	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; official_source_metadata_not_resolved	18313	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0002469.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	b44f2e893dc17352c808e2270bb3c14869e95c6ec63b04221e42947f4fe56b2e;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Arabidopsis thaliana_CNP0002469|Phloem parenchyma cell|vascular	Arabidopsis thaliana_CNP0002469	CNP0002469	Arabidopsis thaliana		vascular	cell_type_original	Phloem parenchyma cell	PO:0025627	pilot_major_cell_family	phloem_lineage	vascular	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; official_source_metadata_not_resolved	2888	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0002469.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	b44f2e893dc17352c808e2270bb3c14869e95c6ec63b04221e42947f4fe56b2e;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Arabidopsis thaliana_CNP0002469|Unknown|	Arabidopsis thaliana_CNP0002469	CNP0002469	Arabidopsis thaliana			cell_type_original	Unknown					unknown	excluded_unknown	1554	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0002469.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	b44f2e893dc17352c808e2270bb3c14869e95c6ec63b04221e42947f4fe56b2e;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	
Arabidopsis thaliana_CNP0004389|Columella root cap cell|	Arabidopsis thaliana_CNP0004389	CNP0004389	Arabidopsis thaliana			cell_type_original	Columella root cap cell	PO:0020132				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	4540	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0004389.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	01ed111cb6c0caf566b46cfc48b2a9639c7a61d446b04cf6b950b6d641fc66ca;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_CNP0004389|Epidermis-like cell|	Arabidopsis thaliana_CNP0004389	CNP0004389	Arabidopsis thaliana			cell_type_original	Epidermis-like cell					unmapped	pending_manual_curation; exact_synonym	9152	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0004389.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	01ed111cb6c0caf566b46cfc48b2a9639c7a61d446b04cf6b950b6d641fc66ca;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_CNP0004389|Lateral root cap|	Arabidopsis thaliana_CNP0004389	CNP0004389	Arabidopsis thaliana			cell_type_original	Lateral root cap	PO:0020131				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	5148	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0004389.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	01ed111cb6c0caf566b46cfc48b2a9639c7a61d446b04cf6b950b6d641fc66ca;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_CNP0004389|Quiescent center-like cell|	Arabidopsis thaliana_CNP0004389	CNP0004389	Arabidopsis thaliana			cell_type_original	Quiescent center-like cell					unmapped	pending_manual_curation; exact_synonym	5057	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0004389.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	01ed111cb6c0caf566b46cfc48b2a9639c7a61d446b04cf6b950b6d641fc66ca;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_CNP0004389|Regenerative cell|	Arabidopsis thaliana_CNP0004389	CNP0004389	Arabidopsis thaliana			cell_type_original	Regenerative cell					unmapped	pending_manual_curation; exact_synonym	5134	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0004389.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	01ed111cb6c0caf566b46cfc48b2a9639c7a61d446b04cf6b950b6d641fc66ca;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_CNP0004389|Response cell|	Arabidopsis thaliana_CNP0004389	CNP0004389	Arabidopsis thaliana			cell_type_original	Response cell					unmapped	pending_manual_curation; exact_synonym	11793	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0004389.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	01ed111cb6c0caf566b46cfc48b2a9639c7a61d446b04cf6b950b6d641fc66ca;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_CNP0004389|Root epidermis|	Arabidopsis thaliana_CNP0004389	CNP0004389	Arabidopsis thaliana			cell_type_original	Root epidermis	PO:0006036				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	6450	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0004389.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	01ed111cb6c0caf566b46cfc48b2a9639c7a61d446b04cf6b950b6d641fc66ca;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_CNP0004389|Root stele|	Arabidopsis thaliana_CNP0004389	CNP0004389	Arabidopsis thaliana			cell_type_original	Root stele	PO:0020124				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	973	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0004389.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	01ed111cb6c0caf566b46cfc48b2a9639c7a61d446b04cf6b950b6d641fc66ca;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_CNP0004389|Unknown|	Arabidopsis thaliana_CNP0004389	CNP0004389	Arabidopsis thaliana			cell_type_original	Unknown					unknown	excluded_unknown	42378	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0004389.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	01ed111cb6c0caf566b46cfc48b2a9639c7a61d446b04cf6b950b6d641fc66ca;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	
Arabidopsis thaliana_CNP0004389|Vascular-like cell|	Arabidopsis thaliana_CNP0004389	CNP0004389	Arabidopsis thaliana			cell_type_original	Vascular-like cell					unmapped	pending_manual_curation; exact_synonym	12088	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_CNP0004389.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	01ed111cb6c0caf566b46cfc48b2a9639c7a61d446b04cf6b950b6d641fc66ca;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_EMTAB11006|Bundle sheath cell|leaf	Arabidopsis thaliana_EMTAB11006	E-MTAB-11006	Arabidopsis thaliana		leaf	cell_type_original	Bundle sheath cell	PO:0025541	pilot_major_cell_family	photosynthetic_ground_tissue	leaf	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	128	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB11006.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	bdc6493acac503b7e79a3227d8fc795304aed6dda9e9b0879d3da33a12ce9a59;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Arabidopsis thaliana_EMTAB11006|Leaf abaxial pavement cell|	Arabidopsis thaliana_EMTAB11006	E-MTAB-11006	Arabidopsis thaliana			cell_type_original	Leaf abaxial pavement cell	PO:0025213				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	128	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB11006.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	bdc6493acac503b7e79a3227d8fc795304aed6dda9e9b0879d3da33a12ce9a59;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_EMTAB11006|Leaf adaxial pavement cell|	Arabidopsis thaliana_EMTAB11006	E-MTAB-11006	Arabidopsis thaliana			cell_type_original	Leaf adaxial pavement cell	PO:0025214				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	62	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB11006.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	bdc6493acac503b7e79a3227d8fc795304aed6dda9e9b0879d3da33a12ce9a59;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_EMTAB11006|Leaf initial cell|	Arabidopsis thaliana_EMTAB11006	E-MTAB-11006	Arabidopsis thaliana			cell_type_original	Leaf initial cell					unmapped	pending_manual_curation; exact_synonym	739	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB11006.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	bdc6493acac503b7e79a3227d8fc795304aed6dda9e9b0879d3da33a12ce9a59;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Arabidopsis thaliana_EMTAB11006|Leaf vascular system|leaf	Arabidopsis thaliana_EMTAB11006	E-MTAB-11006	Arabidopsis thaliana		leaf	cell_type_original	Leaf vascular system	PO:0000036	pilot_major_cell_family	vascular_system	leaf	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	161	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB11006.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	bdc6493acac503b7e79a3227d8fc795304aed6dda9e9b0879d3da33a12ce9a59;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Arabidopsis thaliana_EMTAB11006|Leaf vascular system|vascular	Arabidopsis thaliana_EMTAB11006	E-MTAB-11006	Arabidopsis thaliana		vascular	cell_type_original	Leaf vascular system	PO:0000036	pilot_major_cell_family	vascular_unspecified	vascular	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	161	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB11006.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	bdc6493acac503b7e79a3227d8fc795304aed6dda9e9b0879d3da33a12ce9a59;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Arabidopsis thaliana_EMTAB11006|Mesophyll cell|leaf	Arabidopsis thaliana_EMTAB11006	E-MTAB-11006	Arabidopsis thaliana		leaf	cell_type_original	Mesophyll cell	PO:0004006	pilot_major_cell_family	photosynthetic_ground_tissue	leaf	mapped	expert_defined_many_to_one_from_user_approved_exact_PO_labels; passes_base_gates	163	standardized_h5ad_obs;panel_dataset_label_counts_v1;panel_label_freeze_v1;coarse_label_hierarchy_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB11006.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_dataset_label_counts_v1.tsv.gz;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/coarse_label_hierarchy_v1.tsv	bdc6493acac503b7e79a3227d8fc795304aed6dda9e9b0879d3da33a12ce9a59;a4bd8efca65e1175053b97dc0836fe8306417dd993d7a864389a5281d37302ea;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321;e139f4d944b153210afd8aef98174679bf7caead33207fadc3a2e8c4cb619abb	complete standardized dataset-label count with panel-specific governed mapping	
Arabidopsis thaliana_EMTAB11006|Spongy mesophyll cell|	Arabidopsis thaliana_EMTAB11006	E-MTAB-11006	Arabidopsis thaliana			cell_type_original	Spongy mesophyll cell	PO:0006205				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	179	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Arabidopsis thaliana_EMTAB11006.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	bdc6493acac503b7e79a3227d8fc795304aed6dda9e9b0879d3da33a12ce9a59;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
