record_id	dataset_id	accession	species	tissue	panel	source_label_field	source_label	ontology_id	governed_level	governed_label	parent_label	mapping_status	mapping_reason	cells_n	source_authority	source_path	source_hash	coverage_scope	gap_flags
Triticum aestivum_PRJCA012935|Columella root cap cell|	Triticum aestivum_PRJCA012935	PRJCA012935	Triticum aestivum			cell_type_original	Columella root cap cell	PO:0020132				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	38	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Triticum aestivum_PRJCA012935.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	6e492f55865fd1113dabe46f2a6c92d415ee2e6ed7e6d13b059e37affff3c0c8;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Triticum aestivum_PRJCA012935|Companion cell|	Triticum aestivum_PRJCA012935	PRJCA012935	Triticum aestivum			cell_type_original	Companion cell	PO:0000071				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	99	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Triticum aestivum_PRJCA012935.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	6e492f55865fd1113dabe46f2a6c92d415ee2e6ed7e6d13b059e37affff3c0c8;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Triticum aestivum_PRJCA012935|Metaxylem|	Triticum aestivum_PRJCA012935	PRJCA012935	Triticum aestivum			cell_type_original	Metaxylem	PO:0000372				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	224	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Triticum aestivum_PRJCA012935.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	6e492f55865fd1113dabe46f2a6c92d415ee2e6ed7e6d13b059e37affff3c0c8;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Triticum aestivum_PRJCA012935|Pericycle cell|	Triticum aestivum_PRJCA012935	PRJCA012935	Triticum aestivum			cell_type_original	Pericycle cell	PO:0025261				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	625	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Triticum aestivum_PRJCA012935.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	6e492f55865fd1113dabe46f2a6c92d415ee2e6ed7e6d13b059e37affff3c0c8;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Triticum aestivum_PRJCA012935|Phloem pole pericycle cell|	Triticum aestivum_PRJCA012935	PRJCA012935	Triticum aestivum			cell_type_original	Phloem pole pericycle cell	PO:0000065				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	273	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Triticum aestivum_PRJCA012935.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	6e492f55865fd1113dabe46f2a6c92d415ee2e6ed7e6d13b059e37affff3c0c8;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Triticum aestivum_PRJCA012935|Protophloem|	Triticum aestivum_PRJCA012935	PRJCA012935	Triticum aestivum			cell_type_original	Protophloem	PO:0006077				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	66	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Triticum aestivum_PRJCA012935.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	6e492f55865fd1113dabe46f2a6c92d415ee2e6ed7e6d13b059e37affff3c0c8;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Triticum aestivum_PRJCA012935|Protoxylem|	Triticum aestivum_PRJCA012935	PRJCA012935	Triticum aestivum			cell_type_original	Protoxylem	PO:0000272				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	154	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Triticum aestivum_PRJCA012935.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	6e492f55865fd1113dabe46f2a6c92d415ee2e6ed7e6d13b059e37affff3c0c8;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Triticum aestivum_PRJCA012935|Proximal meristem|	Triticum aestivum_PRJCA012935	PRJCA012935	Triticum aestivum			cell_type_original	Proximal meristem					unmapped	pending_manual_curation; exact_synonym	220	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Triticum aestivum_PRJCA012935.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	6e492f55865fd1113dabe46f2a6c92d415ee2e6ed7e6d13b059e37affff3c0c8;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Triticum aestivum_PRJCA012935|Root cap|	Triticum aestivum_PRJCA012935	PRJCA012935	Triticum aestivum			cell_type_original	Root cap	PO:0020123				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	170	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Triticum aestivum_PRJCA012935.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	6e492f55865fd1113dabe46f2a6c92d415ee2e6ed7e6d13b059e37affff3c0c8;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Triticum aestivum_PRJCA012935|Root endodermis|	Triticum aestivum_PRJCA012935	PRJCA012935	Triticum aestivum			cell_type_original	Root endodermis	PO:0005059				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	311	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Triticum aestivum_PRJCA012935.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	6e492f55865fd1113dabe46f2a6c92d415ee2e6ed7e6d13b059e37affff3c0c8;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Triticum aestivum_PRJCA012935|Root hair cell|	Triticum aestivum_PRJCA012935	PRJCA012935	Triticum aestivum			cell_type_original	Root hair cell	PO:0000256				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	397	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Triticum aestivum_PRJCA012935.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	6e492f55865fd1113dabe46f2a6c92d415ee2e6ed7e6d13b059e37affff3c0c8;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Triticum aestivum_PRJCA012935|Root system ground meristem|	Triticum aestivum_PRJCA012935	PRJCA012935	Triticum aestivum			cell_type_original	Root system ground meristem	PO:0025596				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	1079	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Triticum aestivum_PRJCA012935.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	6e492f55865fd1113dabe46f2a6c92d415ee2e6ed7e6d13b059e37affff3c0c8;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Triticum aestivum_PRJCA012935|Root vascular system|	Triticum aestivum_PRJCA012935	PRJCA012935	Triticum aestivum			cell_type_original	Root vascular system	PO:0003011				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	397	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Triticum aestivum_PRJCA012935.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	6e492f55865fd1113dabe46f2a6c92d415ee2e6ed7e6d13b059e37affff3c0c8;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Triticum aestivum_PRJCA012935|Sieve element|	Triticum aestivum_PRJCA012935	PRJCA012935	Triticum aestivum			cell_type_original	Sieve element	PO:0025406				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	183	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Triticum aestivum_PRJCA012935.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	6e492f55865fd1113dabe46f2a6c92d415ee2e6ed7e6d13b059e37affff3c0c8;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Triticum aestivum_PRJCA012935|Stem cell niche|	Triticum aestivum_PRJCA012935	PRJCA012935	Triticum aestivum			cell_type_original	Stem cell niche					unmapped	pending_manual_curation; exact_synonym	102	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Triticum aestivum_PRJCA012935.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	6e492f55865fd1113dabe46f2a6c92d415ee2e6ed7e6d13b059e37affff3c0c8;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Triticum aestivum_PRJCA012935|Unknown|	Triticum aestivum_PRJCA012935	PRJCA012935	Triticum aestivum			cell_type_original	Unknown					unknown	excluded_unknown	2310	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Triticum aestivum_PRJCA012935.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	6e492f55865fd1113dabe46f2a6c92d415ee2e6ed7e6d13b059e37affff3c0c8;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	
Triticum aestivum_PRJCA012935|Xylem pole pericycle cell|	Triticum aestivum_PRJCA012935	PRJCA012935	Triticum aestivum			cell_type_original	Xylem pole pericycle cell	PO:0000064				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	506	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Triticum aestivum_PRJCA012935.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	6e492f55865fd1113dabe46f2a6c92d415ee2e6ed7e6d13b059e37affff3c0c8;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Wolffia australiana_PRJNA809022|Flower|	Wolffia australiana_PRJNA809022	PRJNA809022	Wolffia australiana			cell_type_original	Flower	PO:0009046				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	4084	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Wolffia australiana_PRJNA809022.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	d6c1d6e19433ad7e6cf960fb4ab617b813c1a9361eb207c256020ccc00e3d2eb;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Wolffia australiana_PRJNA809022|Petal|	Wolffia australiana_PRJNA809022	PRJNA809022	Wolffia australiana			cell_type_original	Petal	PO:0009032				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	4102	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Wolffia australiana_PRJNA809022.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	d6c1d6e19433ad7e6cf960fb4ab617b813c1a9361eb207c256020ccc00e3d2eb;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Wolffia australiana_PRJNA809022|Root|	Wolffia australiana_PRJNA809022	PRJNA809022	Wolffia australiana			cell_type_original	Root	PO:0009005				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	7465	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Wolffia australiana_PRJNA809022.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	d6c1d6e19433ad7e6cf960fb4ab617b813c1a9361eb207c256020ccc00e3d2eb;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Wolffia australiana_PRJNA809022|Seed|	Wolffia australiana_PRJNA809022	PRJNA809022	Wolffia australiana			cell_type_original	Seed	PO:0009010				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	9486	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Wolffia australiana_PRJNA809022.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	d6c1d6e19433ad7e6cf960fb4ab617b813c1a9361eb207c256020ccc00e3d2eb;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Wolffia australiana_PRJNA809022|Unknown|	Wolffia australiana_PRJNA809022	PRJNA809022	Wolffia australiana			cell_type_original	Unknown					unknown	excluded_unknown	8921	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Wolffia australiana_PRJNA809022.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	d6c1d6e19433ad7e6cf960fb4ab617b813c1a9361eb207c256020ccc00e3d2eb;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	
Zea mays_PRJCA020760|Bundle sheath cell|	Zea mays_PRJCA020760	PRJCA020760	Zea mays			cell_type_original	Bundle sheath cell	PO:0025541				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	380	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Zea mays_PRJCA020760.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	3db7b8e7c161c9057a2f53a8c7d002a8bc39780c90dfb1977add7648d48f1b63;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Zea mays_PRJCA020760|Leaf pavement cell|	Zea mays_PRJCA020760	PRJCA020760	Zea mays			cell_type_original	Leaf pavement cell	PO:0025212				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	314	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Zea mays_PRJCA020760.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	3db7b8e7c161c9057a2f53a8c7d002a8bc39780c90dfb1977add7648d48f1b63;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Zea mays_PRJCA020760|Subsidiary cell|	Zea mays_PRJCA020760	PRJCA020760	Zea mays			cell_type_original	Subsidiary cell	PO:0000284				unmapped	candidate_auto_exact; exact_name; Plant Ontology exact lexical match; requires curator acceptance	19	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Zea mays_PRJCA020760.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	3db7b8e7c161c9057a2f53a8c7d002a8bc39780c90dfb1977add7648d48f1b63;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Zea mays_PRJCA020760|Unknown|	Zea mays_PRJCA020760	PRJCA020760	Zea mays			cell_type_original	Unknown					unknown	excluded_unknown	6683	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Zea mays_PRJCA020760.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	3db7b8e7c161c9057a2f53a8c7d002a8bc39780c90dfb1977add7648d48f1b63;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	
Zea mays_PRJNA454730|Early stele|	Zea mays_PRJNA454730	PRJNA454730	Zea mays			cell_type_original	Early stele					unmapped	pending_manual_curation; exact_synonym	1101	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Zea mays_PRJNA454730.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	29615509279024c322460e95444d08d889f6cffec0f6a243a36db94cd13b3b3e;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
Zea mays_PRJNA454730|Mature endodermis|	Zea mays_PRJNA454730	PRJNA454730	Zea mays			cell_type_original	Mature endodermis					unmapped	pending_manual_curation; exact_synonym	706	standardized_h5ad_obs;ontology_mapping_candidates;panel_label_freeze_v1	internal_source_record:not_publicly_portable:data/datasets/Bioinformatics/h5ad/Zea mays_PRJNA454730.h5ad;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/ontology_mapping_candidates.tsv;internal_source_record:not_publicly_portable:workspace/projects/PhyloOpenCell/metadata/panel_label_freeze_v1.tsv	29615509279024c322460e95444d08d889f6cffec0f6a243a36db94cd13b3b3e;e4a09d28939b9a165661f86d5a2f4fb0c1d33fea1c7465dcc7cf874f0a8238bc;78a020ef314246281f19dc5eec25dbb28c50c5c376ee9df5a6b5090a0ec7d321	complete standardized dataset-label count; no governed panel mapping	not_in_governed_panel_hierarchy
